Date,Open,High,Low,Close,Adj Close,Volume
2008-09-12,544000,550000,539000,543000,487800.8125,605174
2008-09-16,510000,526000,509000,525000,471630.5,821181
2008-09-17,535000,537000,522000,525000,471630.5,599571
2008-09-18,509000,521000,504000,517000,464443.8125,553
2008-09-19,535000,558000,532000,558000,501275.875,1064100
2008-09-22,557000,571000,552000,558000,501275.875,550053
2008-09-23,549000,565000,548000,560000,503072.5625,462519
2008-09-24,557000,569000,557000,564000,506666,409272
2008-09-25,557000,569000,551000,567000,509361.125,359491
2008-09-26,560000,562000,551000,553000,496784.0938,526297
2008-09-29,558000,563000,540000,544000,488699.0938,554639
2008-09-30,518000,544000,514000,539000,484207.4063,757960
2008-10-01,542000,543000,524000,533000,478817.2813,515774
2008-10-02,531000,539000,518000,528000,474325.5938,547623
2008-10-06,520000,524000,510000,517000,464443.8125,631544
2008-10-07,506000,538000,505000,531000,477020.625,591355
2008-10-08,519000,535000,517000,528000,474325.5938,652791
2008-10-09,528000,548000,528000,541000,486004.0625,715879
2008-10-10,528000,532000,506000,521000,468037.2188,883204
2008-10-13,523000,539000,521000,524000,470732.2813,609721
2008-10-14,541000,560000,541000,560000,503072.5625,661042
2008-10-15,548000,552000,534000,547000,491394.1875,628940
2008-10-16,520000,527000,500000,504000,452765.3438,938627
2008-10-17,520000,520000,491500,501000,450070.3438,890837
2008-10-20,512000,525000,499500,521000,468037.2188,551281
2008-10-21,526000,530000,509000,519000,466240.4688,490111
2008-10-22,517000,523000,490000,508000,456358.6875,676588
2008-10-23,477000,484500,460000,472500,424467.5,1000460
2008-10-24,473000,475000,402000,402000,361134.2813,1192527
2008-10-27,407500,438000,403000,438000,393474.5938,962000
2008-10-28,430000,476500,426500,463500,416382.4375,994067
2008-10-29,489000,503000,442500,475000,426713.375,1297469
2008-10-30,507000,546000,491000,537000,482410.7188,1094097
2008-10-31,537000,550000,515000,527000,473427.3125,1231473
2008-11-03,531000,545000,514000,516000,463545.4063,881162
2008-11-04,516000,522000,506000,514000,461748.8125,783348
2008-11-05,520000,526000,505000,515000,462647.0938,818469
2008-11-06,500000,509000,485000,491500,441536.0313,774064
2008-11-07,470000,495500,463000,489500,439739.25,989747
2008-11-10,493500,499500,472000,474500,426264.2188,908392
2008-11-11,463000,479000,456500,470500,422670.7813,690647
2008-11-12,467000,489000,459500,480500,431654.25,608063
2008-11-13,465000,474000,456000,474000,425815.125,737100
2008-11-14,484500,486000,461000,463000,415933.2813,591769
2008-11-17,464500,464500,442000,450500,404703.9375,651607
2008-11-18,438500,444500,431000,435000,390779.5938,679475
2008-11-19,435000,443500,424000,438000,393474.5938,619742
2008-11-20,422000,431500,419500,423000,379999.5313,561849
2008-11-21,419000,446000,411000,444000,398864.6563,631373
2008-11-24,442000,454000,436000,440000,395271.3125,582670
2008-11-25,458000,466500,440500,451500,405602.25,662059
2008-11-26,461000,475000,456000,473000,424916.75,620261
2008-11-27,484000,487000,477500,485000,435696.8125,531155
2008-11-28,486000,488500,479500,486000,436595.125,450860
2008-12-01,485500,486000,474500,476500,428060.875,317137
2008-12-02,452000,462000,450500,454000,407848.1875,483417
2008-12-03,454000,460000,435500,441000,396169.7188,721993
2008-12-04,446000,446500,427000,430500,386737.0313,699805
2008-12-05,425500,437000,425500,427000,383592.8125,590271
2008-12-08,434500,465000,430000,464000,416831.5625,807044
2008-12-09,466000,469500,453000,469500,421772.4688,592811
2008-12-10,469000,481000,466000,481000,432103.4375,745554
2008-12-11,482000,483500,460500,482500,433451,1038513
2008-12-12,466000,480500,458000,460500,413687.2813,558446
2008-12-15,470000,481000,468000,472000,424018.3438,558139
2008-12-16,465000,467000,450500,457000,410543.1563,704494
2008-12-17,465500,467000,451000,459500,412789.0313,677723
2008-12-18,460000,468500,453500,468000,420424.9688,667049
2008-12-19,475000,497500,474000,489500,439739.25,980858
2008-12-22,499500,502000,481000,486000,436595.125,458601
2008-12-23,481000,484500,456500,456500,410093.9688,570568
2008-12-24,464500,466000,456000,460000,413238.25,378921
2008-12-26,460500,463000,454000,456000,409644.875,231064
2008-12-29,456000,457000,438500,454000,412369.75,318857
2008-12-30,458000,463500,451000,451000,409644.875,358764
2009-01-02,451000,470000,442500,470000,426902.5938,459568
2009-01-05,480000,487000,473500,476000,432352.4375,609209
2009-01-06,482000,502000,479500,498000,452335.125,901449
2009-01-07,505000,524000,499000,524000,475950.9688,825724
2009-01-08,518000,519000,503000,508000,461418.125,612292
2009-01-09,503000,506000,486000,493000,447793.625,602262
2009-01-12,490000,498000,487000,489500,444614.4688,354172
2009-01-13,490500,493000,480000,491500,446431.1563,351544
2009-01-14,489500,492000,477500,489500,444614.4688,385951
2009-01-15,474500,474500,457500,459500,417365.4063,627886
2009-01-16,464000,469000,455500,468000,425086,445234
2009-01-19,476000,480500,471000,475000,431444.125,382738
2009-01-20,460500,466000,457000,464000,421452.7813,369921
2009-01-21,450000,454000,447000,448500,407374.1563,444076
2009-01-22,464000,464000,449500,461000,418727.9063,524186
2009-01-23,447500,451500,438500,442000,401470.125,631629
2009-01-28,442000,492000,442000,488500,443706.2188,918139
2009-01-29,488500,499500,481000,498500,452789.2813,656374
2009-01-30,484500,492500,484000,489000,444160.3438,386698
2009-02-02,488000,496000,472000,473500,430081.6563,471490
2009-02-03,488500,499000,473500,490000,445068.6563,547610
2009-02-04,505000,520000,499500,518000,470501.2188,614068
2009-02-05,520000,536000,513000,521000,473226.0313,695839
2009-02-06,536000,545000,529000,545000,495025.3125,696022
2009-02-09,545000,548000,521000,527000,478675.9688,652399
2009-02-10,532000,534000,514000,520000,472317.75,496968
2009-02-11,506000,519000,505000,513000,465959.6563,325350
2009-02-12,507000,520000,501000,520000,472317.75,560429
2009-02-13,511000,519000,504000,514000,466867.9063,481436
2009-02-16,508000,520000,502000,504000,457784.875,327738
2009-02-17,499000,500000,487000,490500,445522.8125,473899
2009-02-18,488000,489000,477500,478000,434169.0313,581210
2009-02-19,476500,488000,471500,480500,436439.7813,529170
2009-02-20,475000,480000,467500,467500,424631.7813,519160
2009-02-23,465000,486500,461000,485000,440527.125,426559
2009-02-24,470000,472500,464000,467500,424631.7813,453439
2009-02-25,481500,483000,473500,478000,434169.0313,418548
2009-02-26,479000,493000,465000,477000,433260.6563,439001
2009-02-27,475000,493000,470500,477000,433260.6563,590210
2009-03-02,475500,475500,458000,462000,419636.125,494833
2009-03-03,454500,479000,454500,475500,431898.2188,499099
2009-03-04,478000,490500,469000,489000,444160.3438,521345
2009-03-05,499000,506000,489500,503000,456876.5938,659652
2009-03-06,496000,505000,494000,500000,454151.6563,388240
2009-03-09,510000,516000,497500,515000,467776.25,364505
2009-03-10,505000,518000,502000,504000,457784.875,409175
2009-03-11,519000,525000,513000,525000,476859.25,531683
2009-03-12,520000,536000,520000,536000,486850.6875,1014837
2009-03-13,540000,550000,528000,528000,479584.2188,482577
2009-03-16,526000,536000,517000,523000,475042.7188,294232
2009-03-17,528000,537000,517000,534000,485034.0313,404118
2009-03-18,538000,541000,527000,540000,490483.8438,338260
2009-03-19,547000,549000,537000,541000,491392.1563,390350
2009-03-20,535000,549000,535000,542000,492300.4375,351232
2009-03-23,542000,551000,542000,550000,499566.7813,48418
2009-03-24,560000,560000,548000,559000,507741.7188,496096
2009-03-25,550000,559000,550000,556000,505016.75,254996
2009-03-26,551000,571000,548000,570000,517732.9688,417401
2009-03-27,581000,589000,574000,584000,530449.3125,570787
2009-03-30,581000,590000,565000,567000,515007.9688,367194
2009-03-31,564000,584000,563000,568000,515916.375,400200
2009-04-01,570000,580000,559000,570000,517732.9688,499045
2009-04-02,584000,591000,575000,591000,536807.3125,573766
2009-04-03,599000,600000,584000,593000,538623.8125,494441
2009-04-06,593000,613000,593000,594000,539532.25,666301
2009-04-07,591000,595000,583000,584000,530449.3125,547764
2009-04-08,574000,578000,555000,557000,505924.9688,628988
2009-04-09,561000,584000,560000,580000,526816.25,617752
2009-04-10,597000,603000,588000,603000,547707,654276
2009-04-13,594000,600000,582000,583000,529540.9375,414143
2009-04-14,585000,588000,571000,575000,522274.4688,511095
2009-04-15,566000,585000,565000,585000,531357.5,515500
2009-04-16,596000,599000,580000,581000,527724.25,585270
2009-04-17,594000,604000,589000,597000,542257.125,813138
2009-04-20,600000,601000,582000,592000,537715.625,352118
2009-04-21,581000,596000,578000,591000,536807.3125,366254
2009-04-22,598000,615000,594000,609000,553156.75,823334
2009-04-23,614000,632000,611000,627000,569506.1875,648046
2009-04-24,616000,627000,590000,592000,537715.625,917356
2009-04-27,592000,594000,579000,585000,531357.5,543927
2009-04-28,590000,590000,575000,575000,522274.4688,482581
2009-04-29,577000,586000,575000,586000,532265.8125,329989
2009-04-30,595000,602000,584000,592000,537715.625,613138
2009-05-04,592000,597000,578000,582000,528632.6875,792696
2009-05-06,582000,582000,563000,565000,513191.5,1160098
2009-05-07,572000,573000,559000,566000,514099.8438,689507
2009-05-08,566000,574000,563000,569000,516824.5,457042
2009-05-11,566000,568000,558000,563000,511374.8125,644666
2009-05-12,563000,569000,560000,561000,509558.3125,477846
2009-05-13,563000,566000,557000,560000,508649.9063,586426
2009-05-14,556000,557000,551000,552000,501383.5313,615594
2009-05-15,558000,562000,553000,555000,504108.3125,468862
2009-05-18,555000,560000,551000,556000,505016.75,448264
2009-05-19,567000,573000,562000,570000,517732.9688,558536
2009-05-20,573000,577000,570000,576000,523182.6875,423556
2009-05-21,570000,573000,560000,563000,511374.8125,401118
2009-05-22,557000,560000,550000,550000,499566.7813,511978
2009-05-25,546000,554000,520000,545000,495025.3125,568731
2009-05-26,545000,547000,535000,538000,488667.25,560745
2009-05-27,545000,551000,534000,535000,485942.4063,620939
2009-05-28,540000,559000,536000,559000,507741.7188,660519
2009-05-29,557000,561000,550000,558000,506833.3125,506842
2009-06-01,552000,558000,544000,558000,506833.3125,416992
2009-06-02,566000,569000,555000,556000,505016.75,557526
2009-06-03,558000,565000,551000,552000,501383.5313,385645
2009-06-04,557000,570000,547000,555000,504108.3125,589699
2009-06-05,564000,570000,555000,569000,516824.5,620121
2009-06-08,573000,579000,571000,575000,522274.4688,536303
2009-06-09,582000,583000,565000,565000,513191.5,500626
2009-06-10,567000,589000,564000,587000,533174.0625,762541
2009-06-11,587000,598000,582000,585000,531357.5,910367
2009-06-12,589000,591000,583000,584000,530449.3125,351085
2009-06-15,584000,586000,571000,579000,525907.75,400513
2009-06-16,570000,574000,565000,565000,513191.5,391694
2009-06-17,567000,579000,563000,575000,522274.4688,350959
2009-06-18,575000,579000,563000,565000,513191.5,423021
2009-06-19,569000,571000,561000,562000,510466.5,394833
2009-06-22,562000,582000,560000,575000,522274.4688,489917
2009-06-23,571000,580000,567000,575000,522274.4688,579655
2009-06-24,577000,583000,574000,580000,526816.25,458624
2009-06-25,581000,597000,578000,588000,534082.4375,635531
2009-06-26,596000,601000,590000,596000,541348.75,552919
2009-06-29,599000,608000,595000,598000,543621.5,269814
2009-06-30,600000,609000,592000,592000,538167,403706
2009-07-01,594000,606000,590000,603000,548166.875,292828
2009-07-02,610000,610000,600000,602000,547257.6875,253542
2009-07-03,595000,602000,594000,601000,546348.75,226967
2009-07-06,610000,641000,609000,634000,576347.75,933504
2009-07-07,649000,656000,643000,650000,590893.0625,618685
2009-07-08,647000,655000,638000,655000,595438.25,531792
2009-07-09,655000,662000,650000,650000,590893.0625,564260
2009-07-10,651000,656000,639000,645000,586347.6875,285801
2009-07-13,645000,645000,620000,620000,563621,409919
2009-07-14,632000,642000,624000,634000,576347.75,420296
2009-07-15,654000,670000,651000,666000,605438.0625,761374
2009-07-16,678000,679000,668000,674000,612710.4375,446981
2009-07-17,674000,683000,664000,670000,609074.25,340663
2009-07-20,680000,697000,674000,690000,627255.6875,485715
2009-07-21,695000,695000,686000,692000,629073.8125,399943
2009-07-22,690000,691000,678000,688000,625437.4375,324958
2009-07-23,687000,691000,675000,678000,616346.75,463428
2009-07-24,678000,689000,675000,683000,620892.0625,589913
2009-07-27,685000,700000,683000,699000,635437.125,635126
2009-07-28,695000,702000,689000,700000,636346.1875,388616
2009-07-29,700000,705000,695000,697000,633619.125,333335
2009-07-30,699000,714000,694000,714000,649073.1875,362414
2009-07-31,723000,729000,716000,724000,658163.875,607584
2009-08-03,732000,732000,713000,715000,649982.1875,491440
2009-08-04,720000,736000,716000,725000,659072.875,530635
2009-08-05,726000,735000,719000,733000,666345.5,426728
2009-08-06,723000,730000,714000,715000,649982.1875,409642
2009-08-07,708000,717000,705000,716000,650891.3125,372033
2009-08-10,721000,721000,703000,710000,645436.9375,349670
2009-08-11,711000,712000,703000,705000,640891.5625,336875
2009-08-12,700000,702000,691000,693000,629982.8125,463743
2009-08-13,700000,718000,695000,702000,638164.5,626857
2009-08-14,710000,731000,710000,731000,664527.1875,637511
2009-08-17,724000,731000,711000,713000,648164.0625,452806
2009-08-18,706000,736000,706000,730000,663618.3125,508891
2009-08-19,730000,750000,724000,738000,670890.5625,551640
2009-08-20,745000,747000,727000,740000,672708.75,420009
2009-08-21,743000,757000,742000,757000,688163.0625,551668
2009-08-24,770000,785000,770000,783000,711798.8125,614295
2009-08-25,775000,784000,774000,775000,704526.25,380885
2009-08-26,775000,781000,769000,777000,706344.375,291257
2009-08-27,765000,774000,757000,767000,697253.625,327087
2009-08-28,773000,784000,764000,764000,694526.5,391021
2009-08-31,765000,775000,760000,771000,700890,430632
2009-09-01,780000,800000,767000,799000,726343.75,507346
2009-09-02,785000,791000,780000,784000,712707.75,557979
2009-09-03,783000,785000,774000,775000,704526.25,321041
2009-09-04,781000,783000,761000,767000,697253.625,456169
2009-09-07,771000,780000,761000,773000,702708.0625,339448
2009-09-08,773000,781000,770000,781000,709980.4375,272810
2009-09-09,782000,788000,775000,781000,709980.4375,319188
2009-09-10,776000,792000,776000,791000,719071.25,694788
2009-09-11,794000,794000,784000,793000,720889.375,309343
2009-09-14,796000,796000,760000,764000,694526.5,559389
2009-09-15,760000,773000,760000,769000,699071.8125,520260
2009-09-16,770000,800000,766000,795000,722707.4375,711076
2009-09-17,806000,810000,796000,810000,736343.5,494700
2009-09-18,810000,820000,804000,806000,732707.3125,896025
2009-09-21,802000,810000,794000,798000,725434.6875,336615
2009-09-22,800000,829000,798000,825000,749979.375,515583
2009-09-23,825000,826000,812000,820000,745434.125,331334
2009-09-24,819000,820000,798000,803000,729980.0625,486095
2009-09-25,793000,796000,783000,795000,722707.4375,409889
2009-09-28,791000,797000,780000,796000,723616.625,278102
2009-09-29,792000,815000,792000,812000,738161.75,408394
2009-09-30,807000,825000,806000,815000,740888.875,479717
2009-10-01,811000,815000,784000,792000,719980.25,538601
2009-10-05,792000,792000,746000,747000,679072.375,942926
2009-10-06,755000,761000,745000,745000,677254.25,768196
2009-10-07,752000,756000,721000,722000,656345.6875,764437
2009-10-08,728000,728000,706000,720000,654527.5625,1059438
2009-10-09,729000,755000,726000,755000,686344.8125,626688
2009-10-12,760000,763000,741000,749000,680890.4375,431722
2009-10-13,750000,765000,742000,757000,688163.0625,366960
2009-10-14,769000,773000,764000,769000,699071.8125,416825
2009-10-15,783000,783000,763000,775000,704526.25,356191
2009-10-16,750000,778000,745000,746000,678163.25,474256
2009-10-19,738000,755000,723000,751000,682708.6875,433517
2009-10-20,758000,761000,746000,752000,683617.6875,283308
2009-10-21,750000,752000,732000,735000,668163.5625,506399
2009-10-22,732000,738000,723000,726000,659981.875,431795
2009-10-23,730000,749000,729000,745000,677254.25,432328
2009-10-26,741000,759000,739000,753000,684526.6875,313146
2009-10-27,749000,752000,740000,742000,674527.0625,325289
2009-10-28,744000,745000,720000,720000,654527.5625,511361
2009-10-29,710000,722000,701000,718000,652709.375,643869
2009-10-30,733000,740000,722000,723000,657254.75,556471
2009-11-02,711000,727000,708000,718000,652709.375,462501
2009-11-03,719000,732000,715000,729000,662709.25,392735
2009-11-04,727000,736000,720000,733000,666345.5,343413
2009-11-05,731000,731000,711000,712000,647255,372678
2009-11-06,726000,727000,714000,722000,656345.6875,304021
2009-11-09,727000,732000,722000,724000,658163.875,268529
2009-11-10,734000,736000,724000,727000,660890.9375,392348
2009-11-11,732000,735000,716000,735000,668163.5625,319471
2009-11-12,737000,743000,720000,720000,654527.5625,493655
2009-11-13,724000,727000,709000,714000,649073.1875,431219
2009-11-16,720000,733000,714000,733000,666345.5,401154
2009-11-17,738000,741000,726000,728000,661800.125,360189
2009-11-18,735000,750000,732000,750000,681799.5625,592768
2009-11-19,750000,765000,750000,759000,689981.125,454874
2009-11-20,751000,761000,746000,755000,686344.8125,343254
2009-11-23,761000,764000,751000,759000,689981.125,287577
2009-11-24,761000,763000,741000,742000,674527.0625,354074
2009-11-25,742000,749000,740000,749000,680890.4375,212203
2009-11-26,749000,757000,743000,743000,675436.125,235965
2009-11-27,730000,739000,712000,712000,647255,461546
2009-11-30,723000,732000,719000,720000,654527.5625,375024
2009-12-01,720000,737000,718000,737000,669981.6875,345119
2009-12-02,743000,750000,740000,747000,679072.375,334674
2009-12-03,752000,760000,747000,759000,689981.125,319650
2009-12-04,758000,767000,755000,762000,692708.375,366735
2009-12-07,770000,777000,763000,771000,700890,328937
2009-12-08,771000,776000,767000,772000,701799,201770
2009-12-09,762000,782000,761000,778000,707253.3125,355466
2009-12-10,771000,788000,766000,788000,716344.0625,890563
2009-12-11,790000,797000,783000,785000,713616.875,325305
2009-12-14,785000,790000,772000,779000,708162.4375,309921
2009-12-15,780000,781000,772000,777000,706344.375,245386
2009-12-16,780000,786000,775000,780000,709071.5625,399054
2009-12-17,781000,781000,765000,765000,695435.5,317165
2009-12-18,760000,779000,758000,773000,702708.0625,405901
2009-12-21,773000,777000,767000,771000,700890,291506
2009-12-22,775000,781000,773000,781000,709980.4375,245299
2009-12-23,788000,788000,778000,784000,712707.75,249800
2009-12-24,785000,794000,782000,790000,718162.125,406192
2009-12-28,790000,793000,779000,787000,715435,235165
2009-12-29,786000,787000,780000,786000,721400.875,136802
2009-12-30,788000,799000,787000,799000,733332.25,294738
2010-01-04,799000,809000,799000,809000,742510.5,239016
2010-01-05,826000,829000,815000,822000,754442,558517
2010-01-06,829000,841000,826000,841000,771880.5,458977
2010-01-07,841000,841000,813000,813000,746181.6875,442159
2010-01-08,820000,821000,806000,821000,753524.3125,295551
2010-01-11,821000,823000,797000,797000,731496.625,397922
2010-01-12,797000,809000,795000,809000,742510.5,384361
2010-01-13,805000,806000,797000,797000,731496.625,267506
2010-01-14,806000,831000,800000,827000,759031.125,531031
2010-01-15,832000,843000,829000,842000,772798.3125,398112
2010-01-18,840000,846000,828000,843000,773716.125,261208
2010-01-19,850000,850000,822000,823000,755359.9375,240825
2010-01-20,823000,837000,823000,834000,765455.75,384017
2010-01-21,820000,850000,820000,850000,780140.75,339802
2010-01-22,840000,845000,818000,825000,757195.5,469210
2010-01-25,816000,848000,815000,842000,772798.3125,411568
2010-01-26,846000,846000,812000,815000,748017.4375,374446
2010-01-27,815000,817000,800000,800000,734250.1875,370323
2010-01-28,808000,815000,803000,808000,741592.6875,275916
2010-01-29,800000,801000,780000,784000,719565.125,457082
2010-02-01,784000,785000,765000,777000,713140.5,500744
2010-02-02,790000,790000,770000,772000,708551.4375,393543
2010-02-03,782000,785000,768000,777000,713140.5,329354
2010-02-04,775000,783000,772000,776000,712222.625,239434
2010-02-05,758000,761000,747000,750000,688359.5625,514115
2010-02-08,747000,754000,741000,748000,686523.9375,437830
2010-02-09,748000,761000,742000,761000,698455.5,336684
2010-02-10,763000,764000,752000,755000,692948.4375,263484
2010-02-11,757000,765000,756000,763000,700291.1875,264166
2010-02-12,767000,767000,745000,750000,688359.5625,457586
2010-02-16,750000,759000,748000,756000,693866.4375,154471
2010-02-17,772000,779000,764000,779000,714976.125,279943
2010-02-18,779000,781000,772000,775000,711304.875,145038
2010-02-19,769000,777000,759000,760000,697537.75,221880
2010-02-22,772000,778000,770000,773000,709469.1875,231611
2010-02-23,774000,774000,756000,767000,703962.5625,251377
2010-02-24,759000,761000,750000,752000,690195.125,301050
2010-02-25,754000,758000,734000,736000,675510.1875,385478
2010-02-26,740000,748000,733000,744000,682852.8125,311527
2010-03-02,744000,774000,744000,770000,706715.6875,469894
2010-03-03,771000,773000,763000,771000,707633.625,194271
2010-03-04,771000,772000,756000,761000,698455.5,204101
2010-03-05,763000,775000,763000,775000,711304.875,235094
2010-03-08,790000,792000,785000,786000,721400.875,391266
2010-03-09,787000,787000,777000,786000,721400.875,244235
2010-03-10,786000,787000,778000,784000,719565.125,227352
2010-03-11,790000,794000,778000,778000,714058.1875,392620
2010-03-12,778000,784000,771000,778000,714058.1875,199959
2010-03-15,782000,783000,764000,768000,704880.1875,223131
2010-03-16,768000,770000,758000,765000,702126.6875,330963
2010-03-17,772000,798000,771000,798000,732414.5,436813
2010-03-18,795000,807000,795000,797000,731496.625,307870
2010-03-19,801000,807000,798000,804000,737921.4375,214224
2010-03-22,803000,804000,792000,801000,735168,183836
2010-03-23,807000,815000,805000,809000,742510.5,198466
2010-03-24,815000,825000,813000,819000,751688.75,318539
2010-03-25,815000,822000,809000,819000,751688.75,189633
2010-03-26,823000,825000,812000,820000,752606.4375,209633
2010-03-29,810000,825000,810000,818000,750770.625,155127
2010-03-30,827000,829000,812000,814000,747099.5625,240848
2010-03-31,814000,834000,813000,818000,750770.625,433996
2010-04-01,826000,845000,824000,845000,775551.625,561361
2010-04-02,846000,860000,841000,857000,786565.5,418141
2010-04-05,861000,870000,857000,870000,798497,304034
2010-04-06,874000,875000,861000,869000,797579.25,329885
2010-04-07,865000,869000,852000,859000,788401.125,388371
2010-04-08,857000,863000,853000,863000,792072.375,268954
2010-04-09,864000,866000,848000,856000,785647.5625,275153
2010-04-12,859000,860000,827000,830000,761784.375,497940
2010-04-13,834000,834000,815000,828000,759948.9375,408927
2010-04-14,835000,847000,833000,845000,775551.625,307387
2010-04-15,862000,862000,844000,855000,784729.875,364968
2010-04-16,855000,858000,841000,848000,778305.1875,220062
2010-04-19,837000,840000,826000,827000,759031.125,247142
2010-04-20,827000,832000,821000,828000,759948.9375,271430
2010-04-21,838000,853000,835000,852000,781976.4375,264004
2010-04-22,849000,849000,833000,841000,771880.5,343235
2010-04-23,848000,848000,828000,830000,761784.375,308840
2010-04-26,835000,842000,830000,834000,765455.75,260187
2010-04-27,831000,838000,827000,835000,766373.6875,260810
2010-04-28,820000,825000,818000,825000,757195.5,320150
2010-04-29,830000,831000,816000,825000,757195.5,226743
2010-04-30,828000,852000,827000,849000,779222.9375,454217
2010-05-03,845000,845000,827000,829000,760866.8125,291078
2010-05-04,840000,843000,830000,834000,765455.75,182769
2010-05-06,834000,834000,810000,814000,747099.5625,451403
2010-05-07,798000,799000,788000,794000,728743.3125,757740
2010-05-10,800000,805000,797000,803000,737003.625,328711
2010-05-11,812000,812000,791000,791000,725989.75,449960
2010-05-12,797000,798000,782000,789000,724154.3125,315190
2010-05-13,798000,820000,797000,813000,746181.6875,318013
2010-05-14,806000,812000,799000,810000,743428.3125,293486
2010-05-17,798000,799000,778000,784000,719565.125,529219
2010-05-18,790000,795000,784000,792000,726907.625,362876
2010-05-19,785000,785000,769000,773000,709469.1875,359741
2010-05-20,765000,772000,755000,756000,693866.4375,395450
2010-05-24,756000,764000,744000,758000,695701.9375,354086
2010-05-25,750000,756000,736000,741000,680099.25,509791
2010-05-26,760000,769000,745000,750000,688359.5625,458879
2010-05-27,744000,775000,741000,772000,708551.4375,443470
2010-05-28,787000,787000,767000,778000,714058.1875,448979
2010-05-31,772000,781000,768000,776000,712222.625,255493
2010-06-01,776000,779000,765000,768000,704880.1875,227647
2010-06-03,768000,784000,768000,777000,713140.5,292988
2010-06-04,775000,797000,774000,793000,727825.4375,251977
2010-06-07,779000,787000,777000,787000,722318.625,303231
2010-06-08,785000,798000,776000,785000,720483,289996
2010-06-09,792000,792000,766000,770000,706715.6875,358299
2010-06-10,777000,780000,771000,773000,709469.1875,355387
2010-06-11,785000,797000,783000,797000,731496.625,365661
2010-06-14,791000,809000,791000,807000,740674.875,241893
2010-06-15,810000,810000,798000,798000,732414.5,190571
2010-06-16,815000,822000,809000,819000,751688.75,376470
2010-06-17,812000,817000,810000,817000,749852.9375,232976
2010-06-18,825000,825000,812000,822000,754442,191590
2010-06-21,830000,839000,825000,830000,761784.375,284614
2010-06-22,827000,827000,813000,816000,748935.1875,295882
2010-06-23,811000,811000,800000,805000,738839.1875,349799
2010-06-24,808000,823000,805000,820000,752606.4375,283044
2010-06-25,809000,810000,802000,805000,738839.1875,339652
2010-06-28,805000,808000,796000,796000,730578.9375,260534
2010-06-29,801000,804000,787000,792000,730791.125,251200
2010-06-30,770000,780000,770000,774000,714182.3125,534169
2010-07-01,779000,780000,760000,766000,706800.5625,444128
2010-07-02,770000,774000,763000,767000,707723.375,232822
2010-07-05,763000,770000,761000,767000,707723.375,199912
2010-07-06,762000,775000,755000,775000,715104.9375,357591
2010-07-07,780000,781000,765000,769000,709568.625,323603
2010-07-08,783000,784000,770000,775000,715104.9375,295057
2010-07-09,779000,796000,773000,796000,734481.875,372119
2010-07-12,799000,802000,792000,802000,740018.375,251949
2010-07-13,798000,808000,794000,796000,734481.875,306793
2010-07-14,813000,828000,813000,824000,760318.0625,663692
2010-07-15,825000,825000,818000,820000,756627.125,321279
2010-07-16,816000,820000,802000,802000,740018.375,338668
2010-07-19,786000,799000,786000,795000,733559.3125,291736
2010-07-20,795000,802000,786000,798000,736327.375,231568
2010-07-21,817000,818000,806000,817000,753859.0625,331176
2010-07-22,812000,817000,801000,808000,745554.5625,308791
2010-07-23,815000,817000,807000,811000,748322.6875,282256
2010-07-26,813000,820000,809000,818000,754781.75,212349
2010-07-27,824000,830000,821000,829000,764931.5625,381767
2010-07-28,832000,840000,831000,837000,772313.3125,464964
2010-07-29,839000,840000,824000,827000,763086.25,297306
2010-07-30,822000,827000,810000,810000,747400.0625,327980
2010-08-02,817000,818000,810000,810000,747400.0625,249101
2010-08-03,820000,822000,815000,815000,752013.625,262119
2010-08-04,817000,818000,806000,806000,743709.1875,212333
2010-08-05,811000,818000,803000,804000,741863.5625,280571
2010-08-06,810000,810000,799000,801000,739095.5,245935
2010-08-09,799000,802000,798000,802000,740018.375,182763
2010-08-10,800000,804000,791000,793000,731713.875,281217
2010-08-11,784000,789000,777000,779000,718795.8125,359158
2010-08-12,768000,777000,765000,766000,706800.5625,427213
2010-08-13,770000,782000,767000,781000,720641.25,285498
2010-08-16,773000,783000,767000,782000,721564.0625,205600
2010-08-17,777000,783000,771000,782000,721564.0625,289529
2010-08-18,784000,785000,774000,778000,717873.0625,234318
2010-08-19,779000,789000,777000,789000,728022.9375,243598
2010-08-20,780000,786000,777000,784000,723409.375,246612
2010-08-23,786000,791000,782000,790000,728945.75,181631
2010-08-24,785000,786000,775000,783000,722486.6875,227308
2010-08-25,776000,778000,772000,772000,712336.75,185265
2010-08-26,772000,783000,770000,773000,713259.5,208802
2010-08-27,765000,772000,765000,766000,706800.5625,254964
2010-08-30,775000,778000,772000,776000,716027.75,139689
2010-08-31,766000,772000,756000,756000,697573.375,441039
2010-09-01,762000,763000,750000,752000,693882.4375,389034
2010-09-02,760000,762000,749000,759000,700341.375,365430
2010-09-03,761000,764000,756000,761000,702186.875,441650
2010-09-06,772000,780000,768000,780000,719718.5,394173
2010-09-07,783000,790000,775000,788000,727100.25,320720
2010-09-08,776000,781000,771000,771000,711414.125,219092
2010-09-09,767000,774000,756000,756000,697573.375,616508
2010-09-10,760000,772000,757000,766000,706800.5625,279780
2010-09-13,770000,776000,766000,770000,710491.375,234821
2010-09-14,775000,781000,760000,760000,701264.25,371199
2010-09-15,763000,767000,751000,757000,698496.1875,388837
2010-09-16,754000,763000,754000,757000,698496.1875,234682
2010-09-17,762000,778000,758000,773000,713259.5,447386
