DATE,END,RATIO,GOES,START,HIGH,LOW,TRADE,AMT
1994-11-01,11.0843,2.81,0.25,1106.03,1116.82,1106.03,10.8435534,1.15626E+12
1994-11-02,11.0574,-2.69,-0.24,1108.27,1117.05,1105.39,10.88025231,1.21075E+12
1994-11-03,11.1773,11.99,1.08,1105.71,1119.57,1105.71,10.99310955,1.3348E+12
1994-11-04,11.1952,1.79,0.16,1118.5,1130.05,1118.5,11.10512263,1.44299E+12
1994-11-05,11.2501,5.49,0.49,1121.61,1131.53,1121.61,10.58516925,9.01806E+11
1994-11-07,11.3299,7.98,0.71,1124.94,1144.68,1124.94,11.01079526,1.26426E+12
1994-11-08,11.3875,5.76,0.51,1133.24,1143.47,1127.85,10.89525675,1.13129E+12
1994-11-09,11.3839,-0.36,-0.03,1139.21,1145.66,1135.81,10.95387202,1.2223E+12
1994-11-10,11.2687,-11.52,-1.01,1138.39,1140.97,1126.87,10.78806055,1.01178E+12
1994-11-11,11.2257,-4.3,-0.38,1126.82,1137.85,1121.79,10.70369381,9.90577E+11
1994-11-12,11.1623,-6.34,-0.56,1123.99,1131.07,1114.08,10.17652542,6.11503E+11
1994-11-15,11.258,-2.77,-0.25,1129.08,1136.89,1125.55,10.68398147,9.93676E+11
1994-11-16,11.1875,-7.05,-0.63,1125.84,1128.85,1117.05,10.64917974,9.45949E+11
1994-11-17,11.2063,1.88,0.17,1118.75,1125.11,1115.02,10.70288485,1.01579E+12
1994-11-18,11.1844,-2.19,-0.2,1120.7,1126.88,1112.95,10.79351644,1.09242E+12
1994-11-21,11.1708,-0.49,-0.04,1117.8,1126.26,1116.78,10.87538327,1.12343E+12
1994-11-22,11.067,-10.38,-0.93,1117.11,1121.94,1106.65,10.80978855,1.03767E+12
1994-11-24,10.8516,-10.81,-0.99,1095.91,1100.98,1085.15,10.67669283,9.10327E+11
1994-11-25,10.7934,-5.82,-0.54,1085.18,1092.32,1074.38,10.58840093,8.31736E+11
1994-11-26,10.8145,2.11,0.2,1078.72,1087.46,1078.6,10.15194791,5.82395E+11
1994-11-28,10.6948,-11.97,-1.11,1081.54,1087.41,1069.45,10.34138758,7.04509E+11
1994-11-29,10.8126,11.78,1.1,1069.65,1082.73,1069.41,10.34673002,7.18339E+11
1994-11-30,10.7441,-6.85,-0.63,1081.66,1092.08,1074.39,10.54935967,9.18155E+11
1994-12-01,10.6621,-8.2,-0.76,1074.19,1080.69,1063.3,11.00743558,1.49823E+12
1994-12-02,10.5363,-12.58,-1.18,1066.76,1067.82,1052.87,10.63301488,9.01776E+11
1994-12-03,10.5403,0.4,0.04,1053.78,1065.59,1052.24,10.32607195,6.70628E+11
1994-12-05,10.6503,11,1.04,1053.18,1067.77,1053.17,10.71254936,9.78839E+11
1994-12-06,10.7501,9.98,0.94,1065.31,1079.83,1065.31,10.81831722,1.1154E+12
1994-12-07,10.6893,-6.08,-0.57,1074.97,1080.83,1068.36,10.83979657,1.11457E+12
1994-12-08,10.537,-15.23,-1.42,1068.4,1068.94,1053.11,10.8783679,1.08467E+12
1994-12-09,10.3767,-16.03,-1.52,1053.56,1053.6,1037.16,10.85303896,1.07426E+12
1994-12-10,10.3327,-4.4,-0.42,1037.39,1038.38,1024.38,10.20362918,5.2066E+11
1994-12-12,10.4278,9.51,0.92,1034.12,1045.34,1033.83,10.66993166,8.02381E+11
1994-12-13,10.2589,-16.89,-1.62,1042.84,1046.49,1025.88,10.58638236,7.2694E+11
1994-12-14,10.2662,0.73,0.07,1025.57,1034.38,1019.21,10.45903795,6.67214E+11
1994-12-15,10.2787,1.25,0.12,1026.36,1036.74,1026.09,10.42649863,6.50132E+11
1994-12-16,10.3676,8.89,0.86,1023.4,1038.12,1022.92,10.29775689,6.08389E+11
1994-12-17,10.3654,-0.22,-0.02,1036.8,1040.02,1036.32,10.00518637,4.73226E+11
1994-12-19,10.2862,-7.92,-0.76,1036.64,1037.36,1028.35,10.40568607,6.76975E+11
1994-12-20,10.2399,-4.63,-0.45,1028.8,1032.63,1023.26,10.50553318,7.99997E+11
1994-12-21,10.2686,2.87,0.28,1023.99,1033.21,1023.56,10.619643,8.77829E+11
1994-12-22,10.402,13.34,1.3,1026.94,1041.04,1026.94,10.72476406,9.56557E+11
1994-12-23,10.4055,0.35,0.03,1040.24,1053.95,1039.94,10.79740997,1.02019E+12
1994-12-24,10.3582,-4.73,-0.45,1040.85,1047.86,1035.77,10.50336747,7.65858E+11
1994-12-26,10.246,-11.22,-1.08,1035.76,1039.11,1024.58,10.85267133,1.09039E+12
1994-12-28,10.2737,2.04,0.2,1025.29,1033.96,1025.29,10.83521847,1.07605E+12
1995-01-03,10.1357,-13.8,-1.34,1027.45,1030.65,1013.55,9.855819259,3.83113E+11
1995-01-04,9.9701,-16.56,-1.63,1013.98,1013.98,995.48,10.58022584,7.92822E+11
1995-01-05,9.7606,-20.95,-2.1,996.57,997.1,975.79,10.8856971,1.02905E+12
1995-01-06,9.7532,-0.74,-0.08,975.94,982.58,969.68,10.83820742,1.01926E+12
1995-01-07,9.888,13.48,1.38,975.35,993.61,975.18,10.42951701,6.83946E+11
1995-01-09,9.9832,9.52,0.96,989.02,1001.94,989.02,10.85170322,9.80916E+11
1995-01-10,9.9344,-4.88,-0.49,998.43,1007.2,992.92,10.75624193,8.96482E+11
1995-01-11,9.9908,5.64,0.57,993.5,1007.19,993.31,10.62648476,8.38603E+11
1995-01-12,10.0077,1.69,0.17,999.11,1011.69,999.06,10.68743476,8.88332E+11
1995-01-13,9.7659,-24.18,-2.42,1000.81,1003.73,976.59,10.52053632,8.24077E+11
1995-01-14,9.6956,-7.03,-0.72,976.05,976.05,946.32,10.2232132,5.61615E+11
1995-01-16,9.5788,-11.68,-1.2,969.01,969.01,957.63,10.37601923,6.56894E+11
1995-01-17,9.5696,-0.92,-0.1,957.93,968.68,949.37,10.40001139,7.21819E+11
1995-01-18,9.6666,9.7,1.01,956.88,974.47,956.88,10.30604845,6.60558E+11
1995-01-19,9.749,8.24,0.85,966.53,980.06,966.53,10.36290409,6.89805E+11
1995-01-20,9.7306,-1.84,-0.19,974.93,980.9,973.02,10.31287828,6.83237E+11
1995-01-21,9.5511,-17.95,-1.84,973.04,973.08,955.11,9.959537018,4.6493E+11
1995-01-23,9.3538,-19.73,-2.07,955.02,955.02,935.38,10.10418098,4.93704E+11
1995-01-24,9.1683,-18.55,-1.98,934.96,934.96,916.83,10.13681903,4.81299E+11
1995-01-25,9.1685,0.02,0,916.77,929.28,905.05,10.14749199,5.06252E+11
1995-01-26,9.2785,11,1.2,916.76,934.9,916.43,10.20603361,5.24222E+11
1995-01-27,9.0705,-20.8,-2.24,927.59,927.59,905.71,9.978641406,4.57794E+11
1995-01-28,9.2556,18.51,2.04,906.71,926.58,906.71,9.80570933,3.67725E+11
1995-02-02,9.4335,17.79,1.92,925.6,947.93,925.6,9.838842359,3.93799E+11
1995-02-03,9.4064,-2.71,-0.29,943.42,946.06,933.62,10.12177935,5.06732E+11
1995-02-04,9.5188,11.24,1.19,940.73,953.86,938.78,9.978641406,4.39419E+11
1995-02-06,9.4527,-6.61,-0.69,951.82,963.14,944.62,10.30004645,5.93591E+11
1995-02-07,9.4252,-2.75,-0.29,945.63,952.96,941.02,10.07001842,5.05121E+11
1995-02-08,9.5835,15.83,1.68,942.7,961.47,942.7,10.18806481,5.80621E+11
1995-02-09,9.6377,5.42,0.57,958.79,968.55,958.79,10.21108254,6.30702E+11
1995-02-10,9.5531,-8.46,-0.88,963.85,966.34,953.97,10.15249376,5.80573E+11
1995-02-11,9.5371,-1.6,-0.17,955.14,959.24,949.35,9.743612185,3.74574E+11
1995-02-13,9.571,3.39,0.36,954.95,961.82,954.95,10.11399156,5.40751E+11
1995-02-14,9.4149,-15.61,-1.63,957.13,960.16,937.66,10.0719637,5.15858E+11
1995-02-15,9.2609,-15.4,-1.64,941.48,941.85,924.88,9.922456499,4.40265E+11
1995-02-16,9.2349,-2.6,-0.28,925.95,925.95,911.07,10.01229711,4.27792E+11
1995-02-17,9.1022,-13.27,-1.44,923.38,925.86,910.17,9.938613355,3.80407E+11
1995-02-18,9.0944,-0.78,-0.09,909.54,909.54,895.34,9.611998242,2.71077E+11
1995-02-20,9.2923,19.79,2.18,909.54,929.42,909.52,10.04568132,4.14232E+11
1995-02-21,9.1775,-11.48,-1.24,929.21,934.56,917.73,9.93484086,3.91806E+11
1995-02-22,9.1948,1.73,0.19,917.35,921.37,910.7,9.904437102,3.70762E+11
1995-02-23,9.0786,-11.62,-1.26,919.18,927.82,907.74,9.880474778,3.61585E+11
1995-02-24,8.9289,-14.97,-1.65,907.12,907.12,892.44,9.809781086,2.98088E+11
1995-02-25,9.126,19.71,2.21,893.45,912.6,891,9.685766771,2.63806E+11
1995-02-27,8.946,-18,-1.97,911.14,911.14,881.55,10.03578694,3.50737E+11
1995-02-28,8.8569,-8.91,-1,893.58,900.2,882.08,9.947695807,3.4497E+11
1995-03-02,9.0342,17.73,2,885.4,908.94,884.99,10.03372603,3.78892E+11
1995-03-03,9.0796,4.54,0.5,903.68,913.06,895.62,10.17899582,4.30939E+11
1995-03-04,9.1915,11.19,1.23,908.11,920.87,907.74,9.756031083,2.84642E+11
1995-03-06,9.3344,14.29,1.55,919.52,933.52,919.52,10.14309483,4.59397E+11
1995-03-07,9.3613,2.69,0.29,933.49,941.55,930.36,10.23354641,5.46557E+11
1995-03-08,9.4008,3.95,0.42,936.23,944.12,935.18,10.23239554,5.36463E+11
1995-03-09,9.4375,3.67,0.39,939.54,945.44,935.02,10.21555731,5.46248E+11
1995-03-10,9.4437,0.62,0.07,943.78,951.38,940.87,10.10630594,5.15341E+11
1995-03-11,9.542,9.83,1.04,944.42,954.96,944.42,9.813945704,3.4778E+11
1995-03-13,9.5316,-1.04,-0.11,954.15,969.45,953.16,10.28120455,5.52284E+11
1995-03-14,9.5665,3.49,0.37,953,958.02,948.01,9.949893925,4.55278E+11
1995-03-15,9.5371,-2.94,-0.31,956.52,962.47,952.66,10.18233068,4.99237E+11
1995-03-16,9.5416,0.45,0.05,953.62,959.42,952.25,10.00726181,4.69253E+11
1995-03-17,9.5225,-1.91,-0.2,953.94,963,944.37,10.235342,5.58327E+11
1995-03-18,9.5134,-0.91,-0.1,952.13,956.02,948.32,9.712932191,3.34872E+11
1995-03-20,9.5687,5.53,0.58,951.21,963.82,951.21,10.16226848,5.26478E+11
1995-03-21,9.4607,-10.8,-1.13,956.79,957.05,946.04,10.02689916,4.32489E+11
1995-03-22,9.4177,-4.3,-0.45,946.02,950.3,937.91,9.966039727,4.19775E+11
1995-03-23,9.4727,5.5,0.58,941.86,950.1,938.85,10.03854278,4.52096E+11
1995-03-24,9.5362,6.35,0.67,947.22,956.08,947.08,10.38077708,6.07956E+11
1995-03-25,9.5551,1.89,0.2,953.69,960.94,953.69,9.778377741,4.00226E+11
1995-03-27,9.5384,-1.67,-0.17,955.32,957.64,953.2,10.01104066,4.51119E+11
1995-03-28,9.479,-5.94,-0.62,953.92,964.04,947.88,10.13261318,5.71777E+11
1995-03-29,9.3644,-11.46,-1.21,947.48,947.59,936.44,9.956743919,4.36476E+11
1995-03-30,9.2693,-9.51,-1.02,936.47,942.46,926.25,9.964723752,4.47176E+11
1995-03-31,9.3178,4.85,0.52,926.24,931.92,924.04,9.89090877,4.04546E+11
1995-04-01,9.3409,2.31,0.25,934.09,934.97,926.67,8.997642079,1.41162E+11
1995-04-03,9.2253,-11.56,-1.24,922.18,922.18,911.17,8.868131714,1.3062E+11
1995-04-04,9.1161,-10.92,-1.18,922.18,922.18,907.86,9.70259461,3.08122E+11
1995-04-06,9.0578,-5.83,-0.64,911.59,916.9,903.04,9.675833846,2.87205E+11
1995-04-07,9.143,8.52,0.94,905.56,914.3,903.77,9.744433203,3.12804E+11
1995-04-08,9.0889,-5.41,-0.59,914.22,917.01,908.78,9.427063355,2.20469E+11
1995-04-10,8.9939,-9.5,-1.05,908.73,916.28,899.37,9.658609509,3.04939E+11
1995-04-11,8.9327,-6.12,-0.68,898.76,898.76,886.57,9.634496379,2.78054E+11
1995-04-12,8.9347,0.2,0.02,893.17,899.68,893.07,9.746950695,3.11218E+11
1995-04-13,8.912,-2.27,-0.25,892.92,894.7,888.05,9.679531171,3.04364E+11
1995-04-14,9.0606,14.86,1.67,891.14,906.06,887.24,9.850772195,3.54491E+11
1995-04-15,9.1141,5.35,0.59,906.53,915.14,906.39,9.714383043,2.97972E+11
1995-04-17,9.1889,7.48,0.82,911.52,922.11,911.52,9.979892884,4.18597E+11
1995-04-18,9.1706,-1.83,-0.2,919.23,925.64,915.7,9.889540746,4.17548E+11
1995-04-19,9.0986,-7.2,-0.79,918.89,919.22,909.86,9.990490596,4.28628E+11
1995-04-20,9.0873,-1.13,-0.12,909.64,914.13,904.92,9.876527371,3.72094E+11
1995-04-21,9.0316,-5.57,-0.61,908.8,921.02,897.44,10.11180169,5.64453E+11
1995-04-22,8.9184,-11.32,-1.25,902.98,903.47,891.42,9.543593146,2.87467E+11
1995-04-24,8.7689,-14.95,-1.68,891.4,891.4,876.89,9.70094288,3.2063E+11
1995-04-25,8.7878,1.89,0.22,876.38,881.96,871.65,9.718783159,3.2043E+11
1995-04-26,8.8073,1.95,0.22,878.92,887.86,878.92,9.839588827,4.13254E+11
1995-04-27,8.9388,13.15,1.49,882.39,897.9,882.39,10.13122056,4.30903E+11
1995-04-28,8.9684,2.96,0.33,893.76,899.68,877.35,10.20207247,4.4723E+11
1995-04-29,8.97,0.16,0.02,896,900.57,893.93,9.912546397,3.34061E+11
1995-05-02,9.0604,9.04,1.01,896.16,906.86,896.16,10.27942086,4.38377E+11
1995-05-03,9.2073,14.69,1.62,906.02,929.83,906.02,10.37536443,6.33936E+11
1995-05-04,9.2205,1.32,0.14,920.66,929.08,920.66,10.25850112,5.19499E+11
1995-05-06,9.1846,-3.59,-0.39,921.57,927.36,918.45,9.686760869,3.17819E+11
1995-05-08,9.1039,-8.07,-0.88,917.84,917.84,909.47,9.94745659,3.61304E+11
1995-05-09,9.0301,-7.38,-0.81,910.2,914.52,901.86,9.959726099,3.64657E+11
1995-05-10,8.9187,-11.14,-1.23,903.18,904.6,891.77,9.67564548,2.85046E+11
1995-05-11,8.8479,-7.08,-0.79,891.15,893.17,884.13,9.84977027,3.16046E+11
1995-05-12,8.8611,1.32,0.15,884.33,889.11,878.49,9.878887436,3.05093E+11
1995-05-13,8.9011,4,0.45,886.74,896.3,886.74,9.966086694,3.07711E+11
1995-05-15,8.8711,-3,-0.34,890.23,894.48,887.09,10.11342428,3.50949E+11
1995-05-16,8.8533,-1.78,-0.2,887.49,891.05,884.8,9.843365929,2.84954E+11
1995-05-17,8.862,0.87,0.1,885.04,892.91,884.53,9.939530144,3.16817E+11
1995-05-18,8.804,-5.8,-0.65,885.41,888.4,879.57,9.759155182,2.70795E+11
1995-05-19,8.7601,-4.39,-0.5,881.03,883.88,875.02,9.703388916,2.52834E+11
1995-05-20,8.7568,-0.33,-0.04,876.32,876.32,869.63,9.181323423,1.46977E+11
1995-05-22,8.6413,-11.55,-1.32,875,875,863.64,9.379407813,1.79966E+11
1995-05-23,8.5689,-7.24,-0.84,862.83,865.12,856.89,9.714262219,2.47201E+11
1995-05-24,8.4863,-8.26,-0.96,857.12,859.25,847.26,9.673696959,2.49356E+11
1995-05-25,8.6218,13.55,1.6,848.17,862.18,839.81,9.89222436,2.93781E+11
1995-05-26,8.5076,-11.42,-1.32,861.54,861.54,850.28,9.766407012,2.59134E+11
1995-05-27,8.4709,-3.67,-0.43,850.74,850.74,843.7,9.141418927,1.43738E+11
1995-05-29,8.875,40.41,4.77,850.36,888.28,850.36,10.31496787,4.47766E+11
1995-05-30,8.818,-5.7,-0.64,881.44,881.44,877.77,7.785305183,31326000000
1995-05-31,8.825,0.7,0.08,881.44,883.9,877.77,10.14991785,3.87972E+11
1995-06-01,8.9143,8.93,1.01,882.57,891.8,882.57,10.14870566,4.02441E+11
1995-06-02,8.9424,2.81,0.32,891.45,902.93,891.45,10.03714394,3.84326E+11
1995-06-03,8.9008,-4.16,-0.47,894.14,894.14,887.74,9.617404201,2.37715E+11
1995-06-05,8.9904,8.96,1.01,889.31,899.13,888.53,9.99277966,3.98583E+11
1995-06-07,8.9936,0.32,0.04,898.98,904.94,897.83,9.937647404,3.8493E+11
1995-06-08,8.9068,-8.68,-0.97,899.61,903.62,890.61,9.870447698,3.75687E+11
1995-06-09,8.8683,-3.85,-0.43,889.92,890.79,885.15,9.859065335,3.45655E+11
1995-06-10,8.8631,-0.52,-0.06,887.19,891.71,886.17,9.389573832,2.14373E+11
1995-06-12,8.844,-1.91,-0.22,884.6,887.84,883.98,9.676586952,2.70387E+11
1995-06-13,8.8732,2.92,0.33,887.08,892.57,887.08,9.79439787,3.09421E+11
1995-06-14,8.8656,-0.76,-0.09,887.99,890.23,884.72,9.881088558,3.37332E+11
1995-06-15,8.8091,-5.65,-0.64,885.83,886.56,880.9,9.91891789,3.31306E+11
1995-06-16,8.7924,-1.67,-0.19,880.8,882.31,877.61,9.842462851,3.10876E+11
1995-06-17,8.8067,1.43,0.16,879.28,882.79,879.28,9.604070224,2.49004E+11
1995-06-19,8.8631,5.64,0.64,880.87,886.31,879.92,9.951896692,3.597E+11
1995-06-20,8.8435,-1.96,-0.22,885.79,888.81,883.16,9.944725461,3.57657E+11
1995-06-21,8.7882,-5.53,-0.63,883.49,883.69,878.59,9.870137573,3.253E+11
1995-06-22,8.7118,-7.64,-0.87,877.65,879.32,869.34,9.819236,3.20037E+11
1995-06-23,8.7196,0.78,0.09,871.14,873.14,866.13,9.796959689,3.19818E+11
1995-06-24,8.7246,0.5,0.06,872,874.9,869.07,9.533365457,2.49082E+11
1995-06-26,8.6877,-3.69,-0.42,871.99,873.09,867.91,9.976738014,4.02438E+11
1995-06-28,8.7268,3.91,0.45,866.64,887.11,859.11,9.859483417,3.84285E+11
1995-06-29,8.839,11.22,1.29,872.9,883.92,872.9,9.83424465,3.29491E+11
1995-06-30,8.9441,10.51,1.19,880.64,894.45,879.04,10.13709615,4.48383E+11
1995-07-01,9.0959,15.18,1.7,894.94,910.25,894.94,10.3449631,7.03503E+11
1995-07-03,9.141,4.51,0.5,909.64,914.12,907.05,10.51929462,7.35928E+11
1995-07-04,9.0768,-6.42,-0.7,914.14,914.14,904.93,10.4701357,5.84488E+11
1995-07-05,9.0498,-2.7,-0.3,907.66,911.9,904.78,10.52736504,6.35258E+11
1995-07-06,9.1495,9.97,1.1,905.51,915.03,904.56,10.78444122,8.08628E+11
1995-07-07,9.4239,27.44,3,915.23,942.39,915.23,10.91646933,9.62937E+11
1995-07-08,9.4698,4.59,0.49,942.8,953.19,942.8,10.63361737,7.12424E+11
1995-07-10,9.6184,14.86,1.57,946.99,966.76,946.91,11.05704562,1.05653E+12
1995-07-11,9.5999,-1.85,-0.19,962.02,978.99,956.58,11.10023935,1.13459E+12
1995-07-12,9.6222,2.23,0.23,960.35,967.69,953.92,10.78795733,8.30489E+11
1995-07-13,9.7729,15.07,1.57,962.32,984.18,962.32,11.16758603,1.20665E+12
1995-07-14,9.7202,-5.27,-0.54,977.42,986.67,968.77,11.35241628,1.18991E+12
1995-07-15,9.6648,-5.54,-0.57,972.03,972.54,966.44,10.70678874,6.58415E+11
1995-07-18,9.6101,-5.47,-0.57,966.53,975.47,961.01,11.04168908,9.33632E+11
1995-07-19,9.5011,-10.9,-1.13,961.11,961.25,948.37,10.84540704,8.06463E+11
1995-07-20,9.6141,11.3,1.19,950.63,961.42,949.92,10.88853913,8.80932E+11
1995-07-21,9.6456,3.15,0.33,961.65,970.56,958.74,11.00604206,1.01891E+12
1995-07-22,9.6325,-1.31,-0.14,964.38,968.37,959.31,10.31579586,5.62138E+11
1995-07-24,9.6536,2.11,0.22,962.94,968.89,962.91,10.78477268,8.53019E+11
1995-07-25,9.5353,-11.83,-1.23,964.72,966.77,953.27,10.58925759,7.18808E+11
1995-07-26,9.4599,-7.54,-0.79,953.43,957.44,944.32,10.50941424,6.38193E+11
1995-07-27,9.4075,-5.24,-0.55,946.05,950.63,940.75,10.368353,5.85835E+11
1995-07-28,9.3282,-7.93,-0.84,940.64,941.09,932.75,10.22444723,4.85435E+11
1995-07-29,9.2864,-4.18,-0.45,932.78,935.55,928.61,9.786110684,3.68512E+11
1995-07-31,9.3357,4.93,0.53,928.47,933.57,927.16,9.975110296,4.13727E+11
1995-08-01,9.446,11.03,1.18,933.34,945,932.59,10.15952415,4.34743E+11
1995-08-02,9.357,-8.9,-0.94,944.41,944.71,933.35,10.3412585,6.20064E+11
1995-08-03,9.2295,-12.75,-1.36,935.7,935.7,921.92,10.08822286,4.23795E+11
1995-08-04,9.1747,-5.48,-0.59,922.86,922.86,911.77,10.12974625,4.45147E+11
1995-08-05,9.1416,-3.31,-0.36,917.65,922.09,914.1,9.900483044,3.26369E+11
1995-08-07,9.0784,-6.32,-0.69,913.89,914.15,907.84,10.10262526,3.90731E+11
1995-08-08,9.0187,-5.97,-0.66,907.37,912.65,898.95,10.17975472,4.44681E+11
1995-08-09,9.2441,22.54,2.5,902.21,924.46,902.21,10.30891933,5.02219E+11
1995-08-10,9.1601,-8.4,-0.91,924.69,929.15,913.68,10.58880415,6.29326E+11
1995-08-11,9.1423,-1.78,-0.19,916.2,920.01,910.28,10.79777804,7.42246E+11
1995-08-12,9.1003,-4.2,-0.46,914.18,915.66,908.3,10.46098682,5.16126E+11
1995-08-14,9.0869,-1.34,-0.15,910.16,916.98,908.69,10.40607937,5.01788E+11
1995-08-16,9.0444,-4.25,-0.47,908.82,911.57,901.37,10.27031578,4.29281E+11
1995-08-17,9.0282,-1.62,-0.18,904.29,904.72,896.23,10.81374009,7.17069E+11
1995-08-18,9.069,4.08,0.45,902.73,907.05,895.85,10.30665001,4.39808E+11
1995-08-19,9.1188,4.98,0.55,906.9,912.03,906.31,10.41873339,4.56694E+11
1995-08-21,9.1331,1.43,0.16,908.8,915.74,908.51,10.70481627,6.20334E+11
1995-08-22,9.1779,4.48,0.49,913.34,918.53,913.34,10.47299709,5.11393E+11
1995-08-23,9.2581,8.02,0.87,917.79,926.43,917.79,10.59127037,6.01454E+11
1995-08-24,9.2782,2.01,0.22,925.72,929.1,925.42,10.6548093,6.08147E+11
1995-08-25,9.211,-6.72,-0.72,926.99,929.17,921.04,10.31877097,4.90869E+11
1995-08-26,9.2169,0.59,0.06,921.05,922.11,915.1,9.801067155,2.82662E+11
1995-08-28,9.2244,0.75,0.08,921.7,928.36,918.84,10.15081627,4.29288E+11
1995-08-29,9.1646,-5.98,-0.65,922.17,922.24,914.6,10.11488236,3.83918E+11
1995-08-30,9.1471,-1.75,-0.19,915.51,918.12,914.1,9.889236487,3.25961E+11
1995-08-31,9.1406,-0.65,-0.07,913.88,917.39,909.36,10.04177014,4.08135E+11
1995-09-01,9.1136,-2.7,-0.3,913.67,917,905.1,9.798349234,3.15877E+11
1995-09-02,9.1882,7.46,0.82,911.12,923.38,911.04,9.561349294,3.1658E+11
1995-09-04,9.2249,3.67,0.4,918.47,924.21,918.47,9.869672204,3.42291E+11
1995-09-05,9.2896,6.47,0.7,922.36,929.09,920.5,10.14364553,4.43044E+11
1995-09-06,9.4452,15.56,1.67,929.02,944.71,929.02,10.3795975,5.54323E+11
1995-09-07,9.5381,9.29,0.98,944.52,955.69,944.52,10.61670693,6.51529E+11
1995-09-11,9.5098,-2.83,-0.3,954.05,958.45,945.39,10.27759958,5.04468E+11
1995-09-12,9.5228,1.3,0.14,950.89,956.22,949.32,10.51420376,6.25329E+11
1995-09-13,9.6832,16.04,1.68,952.31,968.54,952.31,10.90456051,8.66032E+11
1995-09-14,9.6572,-2.6,-0.27,968.88,980.51,963.18,11.11768788,1.01187E+12
1995-09-15,9.8564,19.92,2.06,965.86,985.65,965.86,10.85641875,8.70722E+11
1995-09-16,9.9557,9.93,1.01,985.71,996.7,985.71,10.66064186,7.09724E+11
1995-09-18,10.0021,4.64,0.47,995.65,1001.33,989.67,10.95348716,9.83796E+11
1995-09-19,9.9257,-7.64,-0.76,1000.26,1014.65,992.57,11.0329523,1.22107E+12
1995-09-20,10.0947,16.9,1.7,992.55,1009.51,988.48,10.70595988,9.20466E+11
1995-09-21,10.1229,2.82,0.28,1009.42,1020.44,1008.55,10.93725905,1.18029E+12
1995-09-22,9.9773,-14.56,-1.44,1012.66,1013.64,997.73,10.57497689,8.18978E+11
1995-09-23,9.9133,-6.4,-0.64,997.55,997.55,987.36,9.961992282,4.38425E+11
1995-09-25,9.852,-6.13,-0.62,990.84,998.54,985.2,10.17599253,6.08858E+11
1995-09-26,9.8382,-1.38,-0.14,983.99,985.75,977.69,10.07073777,4.99726E+11
1995-09-27,9.8078,-3.04,-0.31,983.75,985.56,979.86,10.05431844,5.20658E+11
1995-09-28,9.8588,5.1,0.52,980.92,990.03,980.24,10.35615426,7.5304E+11
1995-09-29,9.871,1.22,0.12,985.93,990.3,985.71,10.31850687,6.31511E+11
1995-09-30,9.8265,-4.45,-0.45,987.07,988.87,981.38,9.818038591,3.81353E+11
1995-10-02,9.7579,-6.86,-0.7,982.43,984.35,974.71,9.845222644,4.02276E+11
1995-10-04,9.8289,7.1,0.73,975.62,987.69,974.05,9.965240949,5.09097E+11
1995-10-05,9.8905,6.16,0.63,982.7,989.24,977.81,10.22259561,5.94273E+11
1995-10-06,10.0207,13.02,1.32,989.33,1007.49,989.33,10.48094326,8.17476E+11
1995-10-07,10.034,1.33,0.13,1002.57,1010.35,1002.15,10.04364072,5.29697E+11
1995-10-09,10.0829,4.89,0.49,1003.41,1015.12,1003.41,10.50323024,7.86918E+11
1995-10-10,10.0416,-4.13,-0.41,1008.32,1015.24,1003.73,10.31247977,6.27197E+11
1995-10-11,10.11,6.84,0.68,1004.07,1011.87,1004.02,10.44700299,7.27537E+11
1995-10-12,10.1666,5.66,0.56,1011,1022.49,1011,10.57525787,7.98556E+11
1995-10-13,10.143,-2.36,-0.23,1016.81,1018.5,1010.92,10.4438914,6.56372E+11
1995-10-14,10.1677,2.47,0.24,1014.32,1019.05,1014.27,9.980124467,4.11787E+11
1995-10-16,10.0748,-9.29,-0.91,1016.81,1019.84,1007.48,10.18032352,4.98191E+11
1995-10-17,10.0578,-1.7,-0.17,1007.43,1010.13,1002.59,10.16273157,5.32189E+11
1995-10-18,10.067,0.92,0.09,1006.49,1009.96,1005.76,10.21913736,6.35593E+11
1995-10-19,10.0022,-6.48,-0.64,1006.68,1007.46,995.29,10.14175614,5.53488E+11
1995-10-20,9.9489,-5.33,-0.53,1000.19,1000.19,989.72,10.00233692,4.49425E+11
1995-10-21,9.995,4.61,0.46,994.88,1003,993.56,9.646787218,3.27286E+11
1995-10-23,9.7639,-23.11,-2.31,999.25,999.25,975.66,10.12882869,4.935E+11
1995-10-24,9.9276,16.37,1.68,976.33,992.76,975.51,10.02826827,4.54748E+11
1995-10-25,9.9788,5.12,0.52,992.64,1003.26,992.47,10.31771417,8.01141E+11
1995-10-26,10.0115,3.27,0.33,998.07,1005.01,997.4,10.19133211,6.36598E+11
1995-10-27,10.0137,0.22,0.02,1001.29,1011.46,999.05,10.28448919,6.31654E+11
1995-10-28,9.9205,-9.32,-0.93,1001.3,1001.33,992.05,9.539356308,3.10198E+11
1995-10-30,9.8287,-9.18,-0.93,991.36,991.36,982.11,9.685082756,3.14468E+11
1995-10-31,9.9026,7.39,0.75,982.76,990.28,982.07,9.949941657,4.20928E+11
1995-11-01,9.9752,7.26,0.73,990.47,997.68,990.27,9.963500222,4.30013E+11
1995-11-02,9.9468,-2.84,-0.28,997.5,998.88,994.01,9.997751731,4.49353E+11
1995-11-03,9.8974,-4.94,-0.5,994.25,994.25,986.34,9.92157302,3.7045E+11
