DateFrom,Close,Diff,Ratio,Volume
3,285500,500,1.001754386,703500
1,296000,10500,1.036777583,705200
1,310500,14500,1.048986486,1101700
1,302000,-8500,0.972624799,685500
1,315000,13000,1.043046358,815700
3,309000,-6000,0.980952381,409700
1,298500,-10500,0.966019417,713800
1,300000,1500,1.005025126,473800
1,295000,-5000,0.983333333,476100
1,287500,-7500,0.974576271,715200
3,285000,-2500,0.991304348,544800
1,300500,15500,1.054385965,624700
1,305000,4500,1.014975042,640800
2,307000,2000,1.006557377,822400
4,313000,6000,1.019543974,718400
1,319500,6500,1.020766773,983200
2,317000,-2500,0.992175274,457400
3,327000,10000,1.031545741,732200
1,316000,-11000,0.966360856,587800
1,309500,-6500,0.97943038,489300
1,315000,5500,1.017770598,570200
1,307000,-8000,0.974603175,628100
3,301000,-6000,0.980456026,621800
1,306500,5500,1.018272425,470000
1,304000,-2500,0.991843393,409500
1,300000,-4000,0.986842105,493000
1,312000,12000,1.04,428900
3,317000,5000,1.016025641,424400
1,314000,-3000,0.990536278,256800
1,321000,7000,1.022292994,690700
1,324500,3500,1.010903427,682600
1,324000,-500,0.998459168,463900
3,334000,10000,1.030864198,664300
1,323500,-10500,0.968562874,535500
1,329000,5500,1.017001546,408600
1,333500,4500,1.013677812,547000
4,344000,10500,1.031484258,778100
1,344000,0,1,413600
1,345000,1000,1.002906977,550400
1,350000,5000,1.014492754,907900
1,350500,500,1.001428571,596300
3,341000,-9500,0.972895863,381200
1,357000,16000,1.046920821,842400
1,354000,-3000,0.991596639,387100
1,370000,16000,1.04519774,963400
1,364000,-6000,0.983783784,467500
3,357000,-7000,0.980769231,411300
1,351500,-5500,0.984593838,457700
1,359500,8000,1.022759602,345700
1,364500,5000,1.013908206,345300
1,361000,-3500,0.990397805,455400
3,355000,-6000,0.983379501,312100
1,362000,7000,1.01971831,260000
1,371000,9000,1.024861878,519800
1,382000,11000,1.029649596,1174700
1,384000,2000,1.005235602,251300
3,386000,2000,1.005208333,296000
1,398500,12500,1.03238342,1244600
1,396500,-2000,0.994981179,377300
1,392000,-4500,0.988650694,513500
1,394000,2000,1.005102041,449200
3,409500,15500,1.039340102,934200
1,408000,-1500,0.996336996,704100
1,418000,10000,1.024509804,832300
2,404000,-14000,0.966507177,919600
3,407000,3000,1.007425743,469700
1,412000,5000,1.012285012,425800
1,403500,-8500,0.979368932,480500
1,406500,3000,1.007434944,515900
1,408000,1500,1.003690037,300900
3,418000,10000,1.024509804,404100
1,423500,5500,1.013157895,438100
1,421500,-2000,0.99527745,324000
1,416000,-5500,0.986951364,412300
1,426000,10000,1.024038462,502300
3,421500,-4500,0.98943662,204700
1,428000,6500,1.015421115,312100
1,413000,-15000,0.964953271,492700
1,410000,-3000,0.992736077,313300
1,406000,-4000,0.990243902,221900
3,408000,2000,1.004926108,340800
1,400000,-8000,0.980392157,389800
1,412500,12500,1.03125,276600
1,425000,12500,1.03030303,473600
4,419000,-6000,0.985882353,398500
1,430000,11000,1.026252983,479500
1,435000,5000,1.011627907,493200
1,441500,6500,1.014942529,468300
1,446000,4500,1.010192525,504900
3,443000,-3000,0.993273543,324500
1,445500,2500,1.005643341,433900
1,443000,-2500,0.994388328,410900
1,438000,-5000,0.988713318,566700
1,435000,-3000,0.993150685,531800
3,437000,2000,1.004597701,330800
1,430500,-6500,0.985125858,325700
1,432500,2000,1.004645761,429900
1,436000,3500,1.008092486,286400
1,443000,7000,1.016055046,355600
3,451500,8500,1.019187359,365300
1,462000,10500,1.023255814,898100
6,437500,-24500,0.946969697,695200
1,444500,7000,1.016,458900
1,449500,5000,1.011248594,564500
1,444000,-5500,0.987764182,461100
1,430000,-14000,0.968468468,686800
3,403000,-27000,0.937209302,858800
1,397500,-5500,0.986352357,1176100
1,405000,7500,1.018867925,966800
1,401000,-4000,0.990123457,893300
1,388000,-13000,0.967581047,744000
3,386500,-1500,0.996134021,756200
1,392000,5500,1.014230272,841800
1,400000,8000,1.020408163,792600
1,408500,8500,1.02125,825200
4,421000,12500,1.030599755,888500
1,426000,5000,1.011876485,502300
1,424000,-2000,0.995305164,651000
1,428500,4500,1.010613208,810100
1,445000,16500,1.038506418,828700
3,445000,0,1,549200
1,453000,8000,1.017977528,687500
1,451000,-2000,0.995584989,521200
1,459500,8500,1.018847007,741000
1,452000,-7500,0.983677911,735800
3,458000,6000,1.013274336,563800
1,462000,4000,1.008733624,687800
1,470000,8000,1.017316017,589600
1,447500,-22500,0.95212766,709200
1,437000,-10500,0.976536313,604800
3,448000,11000,1.025171625,464800
1,462000,14000,1.03125,641900
1,467000,5000,1.010822511,691400
1,471000,4000,1.00856531,417700
1,470000,-1000,0.997876858,491600
3,474500,4500,1.009574468,360800
1,479000,4500,1.009483667,815800
1,480000,1000,1.002087683,594800
1,465000,-15000,0.96875,646500
1,477000,12000,1.025806452,379100
3,466000,-11000,0.976939203,527200
1,461000,-5000,0.989270386,504900
1,470000,9000,1.019522777,305300
1,477000,7000,1.014893617,537700
1,469000,-8000,0.983228512,381400
3,461000,-8000,0.982942431,504900
1,466500,5500,1.011930586,281400
1,456500,-10000,0.978563773,751100
1,449000,-7500,0.983570646,651300
1,456000,7000,1.0155902,656000
3,443500,-12500,0.972587719,436800
1,451500,8000,1.018038331,475200
1,455000,3500,1.007751938,376300
1,455500,500,1.001098901,265900
1,465000,9500,1.020856202,364500
3,466000,1000,1.002150538,353300
1,468500,2500,1.005364807,388300
1,471000,2500,1.005336179,341100
1,461000,-10000,0.978768577,430900
1,451500,-9500,0.979392625,567500
3,450000,-1500,0.996677741,576900
1,445000,-5000,0.988888889,392000
1,453000,8000,1.017977528,1041900
1,452500,-500,0.998896247,1015200
1,455000,2500,1.005524862,429900
3,461000,6000,1.013186813,441500
1,454000,-7000,0.984815618,490500
1,442500,-11500,0.974669604,776400
1,442500,0,1,782600
1,448500,6000,1.013559322,470600
3,442000,-6500,0.985507246,445200
1,442000,0,1,452000
1,439000,-3000,0.99321267,586700
2,441500,2500,1.005694761,439100
3,440000,-1500,0.996602492,368800
1,451000,11000,1.025,448600
3,449000,-2000,0.99556541,378800
3,457500,8500,1.018930958,447700
1,460000,2500,1.005464481,448100
1,465000,5000,1.010869565,399400
1,469000,4000,1.008602151,750400
1,508000,39000,1.08315565,1469600
3,505000,-3000,0.994094488,679900
1,503000,-2000,0.996039604,440800
1,494500,-8500,0.983101392,574800
1,496500,2000,1.004044489,632500
1,506000,9500,1.019133938,554900
3,521000,15000,1.029644269,538900
1,526000,5000,1.009596929,403000
6,545000,19000,1.036121673,1475700
1,535000,-10000,0.981651376,696200
1,538000,3000,1.005607477,583700
1,533000,-5000,0.99070632,473200
1,524000,-9000,0.983114447,430300
3,530000,6000,1.011450382,252900
1,517000,-13000,0.975471698,458600
1,509000,-8000,0.984526112,371200
1,512000,3000,1.00589391,364900
1,527000,15000,1.029296875,697500
3,543000,16000,1.030360531,452700
1,546000,3000,1.005524862,411400
1,554000,8000,1.014652015,608700
1,549000,-5000,0.990974729,571000
1,555000,6000,1.010928962,335200
3,563000,8000,1.014414414,625000
1,560000,-3000,0.994671403,364400
1,549000,-11000,0.980357143,373000
1,555000,6000,1.010928962,377700
1,549000,-6000,0.989189189,363300
3,547000,-2000,0.996357013,381700
1,531000,-16000,0.970749543,608500
1,525000,-6000,0.988700565,490800
1,526000,1000,1.001904762,344500
1,545000,19000,1.036121673,419300
4,554000,9000,1.016513761,498600
1,554000,0,1,359200
1,569000,15000,1.027075812,428100
1,564000,-5000,0.991212654,428800
3,549000,-15000,0.973404255,404700
1,539000,-10000,0.981785064,353500
1,531000,-8000,0.985157699,452400
1,533000,2000,1.003766478,922700
1,524000,-9000,0.983114447,921300
3,525000,1000,1.001908397,364400
1,528000,3000,1.005714286,394100
1,545000,17000,1.03219697,423400
1,544000,-1000,0.998165138,440700
1,555000,11000,1.020220588,341100
3,544000,-11000,0.98018018,400000
1,541000,-3000,0.994485294,382100
1,542000,1000,1.001848429,420800
1,535000,-7000,0.987084871,468800
1,545000,10000,1.018691589,854100
3,555000,10000,1.018348624,491400
1,560000,5000,1.009009009,402800
1,572000,12000,1.021428571,597800
1,575000,3000,1.005244755,395700
1,565000,-10000,0.982608696,410500
4,595000,30000,1.053097345,833800
1,600000,5000,1.008403361,544100
1,605000,5000,1.008333333,428000
1,595000,-10000,0.983471074,321300
3,610000,15000,1.025210084,435900
1,616000,6000,1.009836066,605100
1,615000,-1000,0.998376623,804100
2,594000,-21000,0.965853659,1106900
3,599000,5000,1.008417508,774200
1,615000,16000,1.026711185,683200
1,625000,10000,1.016260163,865900
1,620000,-5000,0.992,738400
1,637000,17000,1.027419355,720200
3,626000,-11000,0.982731554,561800
1,618000,-8000,0.987220447,702000
1,602000,-16000,0.974110032,795300
1,576000,-26000,0.956810631,1216800
1,557000,-19000,0.967013889,1382500
3,556000,-1000,0.998204668,764900
1,555000,-1000,0.998201439,951100
2,528000,-27000,0.951351351,1161800
1,540000,12000,1.022727273,914900
3,509000,-31000,0.942592593,1015500
1,501000,-8000,0.984282908,1053200
1,525000,24000,1.047904192,905400
1,507000,-18000,0.965714286,772100
1,491500,-15500,0.969428008,1077100
3,458000,-33500,0.931841302,1093000
1,473500,15500,1.033842795,1087000
1,500000,26500,1.055966209,829300
1,494500,-5500,0.989,830800
1,502000,7500,1.015166835,449900
3,511000,9000,1.017928287,399900
1,492000,-19000,0.962818004,542500
2,506000,14000,1.028455285,560700
1,520000,14000,1.027667984,510300
3,506000,-14000,0.973076923,477500
1,515000,9000,1.017786561,310000
1,502000,-13000,0.974757282,515900
1,473500,-28500,0.943227092,1020000
1,481000,7500,1.015839493,679200
3,496000,15000,1.031185031,566200
1,498000,2000,1.004032258,413600
1,483000,-15000,0.969879518,577000
1,468000,-15000,0.968944099,1118600
1,436500,-31500,0.932692308,1442200
3,428500,-8000,0.981672394,929600
1,438500,10000,1.023337223,794400
1,436000,-2500,0.994298746,748900
1,442000,6000,1.013761468,737100
1,435500,-6500,0.985294118,524300
3,446000,10500,1.024110218,602800
1,444000,-2000,0.995515695,428900
1,449000,5000,1.011261261,571100
1,469500,20500,1.045657016,723700
1,482000,12500,1.026624068,607200
3,468000,-14000,0.970954357,537000
1,471000,3000,1.006410256,461000
1,477000,6000,1.012738854,519800
1,465000,-12000,0.974842767,512300
1,444000,-21000,0.95483871,717900
3,443000,-1000,0.997747748,550000
1,441000,-2000,0.995485327,457100
1,437000,-4000,0.990929705,750000
1,420000,-17000,0.961098398,1106800
1,424000,4000,1.00952381,775600
3,423000,-1000,0.997641509,667700
1,433500,10500,1.024822695,515400
1,418000,-15500,0.964244521,609000
1,408500,-9500,0.977272727,1145500
1,423000,14500,1.035495716,961700
3,426500,3500,1.008274232,482500
1,417000,-9500,0.977725674,404900
1,429500,12500,1.029976019,474800
1,417500,-12000,0.972060536,622000
1,418000,500,1.001197605,391000
3,418000,0,1,327700
1,420000,2000,1.004784689,416800
1,423000,3000,1.007142857,469000
1,411000,-12000,0.971631206,358900
1,417000,6000,1.01459854,390000
3,408000,-9000,0.978417266,447600
1,413000,5000,1.012254902,287300
1,413000,0,1,375900
1,423000,10000,1.024213075,431800
1,419500,-3500,0.991725768,358400
3,419000,-500,0.998808105,506800
1,424000,5000,1.011933174,376400
1,425500,1500,1.003537736,368300
1,431000,5500,1.012925969,569700
1,438000,7000,1.016241299,496500
3,430000,-8000,0.98173516,361400
1,425500,-4500,0.989534884,287100
1,430000,4500,1.010575793,415000
1,441500,11500,1.026744186,559400
1,434000,-7500,0.983012458,326200
3,438000,4000,1.00921659,435400
1,445000,7000,1.015981735,405000
1,451000,6000,1.013483146,457300
1,456000,5000,1.011086475,497100
1,458500,2500,1.005482456,402900
3,458000,-500,0.998909487,241600
1,451000,-7000,0.984716157,468300
1,453000,2000,1.00443459,377300
1,452000,-1000,0.997792494,352100
1,436500,-15500,0.965707965,647700
3,433500,-3000,0.993127148,473600
1,434000,500,1.001153403,264400
1,433500,-500,0.998847926,345300
1,439000,5500,1.012687428,642000
1,457500,18500,1.04214123,875700
3,475000,17500,1.038251366,793300
1,483500,8500,1.017894737,811200
1,478000,-5500,0.988624612,497300
1,480000,2000,1.0041841,587600
1,469500,-10500,0.978125,688900
3,469000,-500,0.998935037,469600
1,474000,5000,1.010660981,354300
1,462500,-11500,0.975738397,392700
1,460000,-2500,0.994594595,475100
1,459000,-1000,0.997826087,346400
6,458000,-1000,0.997821351,532000
1,461000,3000,1.006550218,530600
3,490000,29000,1.062906725,636600
1,488000,-2000,0.995918367,463300
1,494500,6500,1.013319672,723000
1,488000,-6500,0.98685541,362900
1,476500,-11500,0.976434426,836000
3,466500,-10000,0.979013641,768300
1,446000,-20500,0.956055734,1061700
1,449000,3000,1.006726457,727800
1,444000,-5000,0.988864143,1017000
1,437000,-7000,0.984234234,1293900
3,432500,-4500,0.989702517,742500
1,438500,6000,1.013872832,528200
1,428500,-10000,0.977194983,498300
1,429000,500,1.001166861,583300
1,437500,8500,1.01981352,465800
3,428000,-9500,0.978285714,630600
1,430000,2000,1.004672897,274800
1,429000,-1000,0.997674419,531900
1,439500,10500,1.024475524,453500
1,439500,0,1,535200
3,439500,0,1,227800
1,440000,500,1.001137656,329000
1,455000,15000,1.034090909,504300
1,448000,-7000,0.984615385,601600
1,452500,4500,1.010044643,641100
3,440000,-12500,0.972375691,422800
1,431000,-9000,0.979545455,535500
1,439000,8000,1.018561485,366000
1,437000,-2000,0.995444191,610800
1,448500,11500,1.026315789,454000
3,456500,8000,1.017837235,380600
1,455500,-1000,0.997809419,495000
1,461500,6000,1.013172338,439500
1,463500,2000,1.004333694,588500
1,454000,-9500,0.979503776,445100
3,440000,-14000,0.969162996,691500
1,441000,1000,1.002272727,464200
1,439500,-1500,0.996598639,463000
1,441000,1500,1.003412969,443700
1,433000,-8000,0.98185941,535000
3,426000,-7000,0.983833718,625400
1,434500,8500,1.019953052,614000
1,429000,-5500,0.987341772,433400
1,428500,-500,0.998834499,519900
1,426000,-2500,0.994165694,692000
3,418000,-8000,0.981220657,393300
1,411000,-7000,0.983253589,535500
1,419500,8500,1.020681265,544300
1,413000,-6500,0.984505364,801700
1,406000,-7000,0.983050847,517600
3,402000,-4000,0.990147783,490500
1,412500,10500,1.026119403,553600
1,428500,16000,1.038787879,669600
1,440000,11500,1.026837806,861800
1,444000,4000,1.009090909,450200
3,445000,1000,1.002252252,347000
1,446000,1000,1.002247191,299600
1,442500,-3500,0.992152466,314700
1,434500,-8000,0.981920904,317500
1,433000,-1500,0.996547756,318300
3,437500,4500,1.01039261,235400
1,436000,-1500,0.996571429,272700
1,444500,8500,1.019495413,342100
1,450500,6000,1.013498313,345300
4,451000,500,1.001109878,218500
1,447000,-4000,0.99113082,280300
1,443000,-4000,0.991051454,467300
1,435000,-8000,0.981941309,343000
1,440500,5500,1.012643678,272300
3,438000,-2500,0.994324631,250100
1,442000,4000,1.00913242,557100
1,442000,0,1,294400
1,444000,2000,1.004524887,473900
1,471500,27500,1.061936937,1438000
3,492500,21000,1.044538706,1235900
1,486000,-6500,0.98680203,604800
1,480000,-6000,0.987654321,457000
1,480000,0,1,385400
1,486000,6000,1.0125,300600
3,488000,2000,1.004115226,381400
1,483500,-4500,0.990778689,363300
1,490500,7000,1.014477766,497700
1,492000,1500,1.003058104,399800
1,489000,-3000,0.993902439,284400
3,495000,6000,1.012269939,329300
1,491500,-3500,0.992929293,437100
1,490500,-1000,0.997965412,395000
1,496000,5500,1.011213048,348900
1,495500,-500,0.998991935,257100
3,510000,14500,1.02926337,678700
4,506000,-4000,0.992156863,517700
3,517000,11000,1.02173913,565300
1,519000,2000,1.003868472,534900
1,520000,1000,1.001926782,480200
1,517000,-3000,0.994230769,350200
1,527000,10000,1.01934236,367100
3,528000,1000,1.001897533,468600
1,522000,-6000,0.988636364,357100
1,511000,-11000,0.978927203,394900
1,519000,8000,1.015655577,419700
1,522000,3000,1.005780347,417600
3,527000,5000,1.009578544,554100
2,517000,-10000,0.981024668,548500
1,519000,2000,1.003868472,606700
1,510000,-9000,0.98265896,488200
3,507000,-3000,0.994117647,590300
1,502000,-5000,0.990138067,527600
1,500000,-2000,0.996015936,497800
1,499500,-500,0.999,632600
1,519000,19500,1.039039039,640200
3,510000,-9000,0.98265896,416900
1,502000,-8000,0.984313725,500600
1,503000,1000,1.001992032,370900
1,496000,-7000,0.986083499,417500
1,495000,-1000,0.997983871,255000
3,492000,-3000,0.993939394,335400
1,496000,4000,1.008130081,315900
1,498500,2500,1.005040323,318400
1,503000,4500,1.009027081,402000
1,505000,2000,1.003976143,217500
3,510000,5000,1.00990099,179600
1,502000,-8000,0.984313725,337100
1,498000,-4000,0.992031873,362900
1,502000,4000,1.008032129,346700
1,512000,10000,1.019920319,453100
3,517000,5000,1.009765625,344300
2,518000,1000,1.001934236,410100
1,518000,0,1,357100
1,522000,4000,1.007722008,278900
3,517000,-5000,0.990421456,191300
1,520000,3000,1.005802708,207700
1,518000,-2000,0.996153846,213500
1,502000,-16000,0.969111969,663500
1,491500,-10500,0.979083665,866900
3,476000,-15500,0.968463886,864900
1,474000,-2000,0.995798319,602900
1,470000,-4000,0.991561181,657700
1,466000,-4000,0.991489362,586400
1,467000,1000,1.002145923,334500
3,474500,7500,1.016059957,328700
1,471000,-3500,0.992623815,187500
1,464000,-7000,0.985138004,411800
1,460000,-4000,0.99137931,394000
1,452000,-8000,0.982608696,585500
3,455500,3500,1.007743363,236900
1,455000,-500,0.998902305,277400
1,464500,9500,1.020879121,346300
2,474000,9500,1.020452099,493600
3,475000,1000,1.002109705,400700
1,477000,2000,1.004210526,213500
1,472000,-5000,0.98951782,346000
1,475000,3000,1.006355932,417200
1,481500,6500,1.013684211,410900
3,488000,6500,1.013499481,347000
1,489500,1500,1.00307377,363500
1,489500,0,1,341900
1,498500,9000,1.018386108,508700
1,498500,0,1,233700
3,498000,-500,0.998996991,160900
1,495000,-3000,0.993975904,255000
1,484500,-10500,0.978787879,426300
1,482000,-2500,0.994840041,277900
1,490000,8000,1.01659751,375500
3,493500,3500,1.007142857,228700
1,489000,-4500,0.990881459,445500
1,489000,0,1,330900
1,487500,-1500,0.996932515,366400
1,488000,500,1.001025641,353500
4,480500,-7500,0.984631148,482500
1,477500,-3000,0.993756504,535700
1,480000,2500,1.005235602,750400
1,491500,11500,1.023958333,812900
3,498000,6500,1.013224822,455300
1,496500,-1500,0.996987952,389900
1,500000,3500,1.007049345,449200
1,498500,-1500,0.997,367900
1,493500,-5000,0.98996991,478900
3,490500,-3000,0.993920973,332100
1,488000,-2500,0.99490316,405200
1,493000,5000,1.010245902,393000
1,498000,5000,1.010141988,519800
1,491000,-7000,0.985943775,435600
3,488500,-2500,0.99490835,561000
1,489500,1000,1.002047083,370600
1,490000,500,1.00102145,383700
1,494000,4000,1.008163265,396700
1,501000,7000,1.01417004,531100
3,503000,2000,1.003992016,313100
1,502000,-1000,0.998011928,186000
1,504000,2000,1.003984064,269100
1,516000,12000,1.023809524,638200
1,516000,0,1,393300
3,533000,17000,1.032945736,691700
1,541000,8000,1.015009381,936700
1,547000,6000,1.011090573,509300
1,547000,0,1,577700
1,542000,-5000,0.990859232,522100
3,549000,7000,1.012915129,424400
1,561000,12000,1.021857923,675700
1,558000,-3000,0.994652406,600500
1,563000,5000,1.008960573,535600
1,552000,-11000,0.980461812,551500
3,555000,3000,1.005434783,369100
1,551000,-4000,0.992792793,412600
1,551000,0,1,368600
1,560000,9000,1.016333938,473100
1,565000,5000,1.008928571,357500
3,569000,4000,1.007079646,329400
1,568000,-1000,0.998242531,285000
1,568000,0,1,472700
1,566000,-2000,0.996478873,367400
1,553000,-13000,0.977031802,602000
3,551000,-2000,0.996383363,365700
1,550000,-1000,0.998185118,406500
1,555000,5000,1.009090909,329600
1,567000,12000,1.021621622,397700
1,578000,11000,1.019400353,489600
4,572000,-6000,0.989619377,520800
1,572000,0,1,408400
1,555000,-17000,0.97027972,670300
1,553000,-2000,0.996396396,418700
3,563000,10000,1.018083183,391000
1,562000,-1000,0.998223801,375400
1,556000,-6000,0.989323843,479700
1,552000,-4000,0.992805755,487200
1,549000,-3000,0.994565217,378300
3,540000,-9000,0.983606557,365500
1,541000,1000,1.001851852,298300
1,544000,3000,1.005545287,244100
1,549000,5000,1.009191176,239400
1,554000,5000,1.009107468,243800
3,561000,7000,1.012635379,218400
1,569000,8000,1.01426025,381000
1,579000,10000,1.017574692,351300
1,587000,8000,1.013816926,692500
1,589000,2000,1.003407155,262100
3,589000,0,1,401400
1,606000,17000,1.028862479,697700
1,613000,7000,1.011551155,511700
1,607000,-6000,0.990212072,580700
1,593000,-14000,0.97693575,612500
4,593000,0,1,560900
1,601000,8000,1.013490725,381700
1,600000,-1000,0.998336106,320000
1,585000,-15000,0.975,373500
3,597000,12000,1.020512821,437900
1,593000,-4000,0.993299832,318200
1,598000,5000,1.008431703,270100
1,593000,-5000,0.991638796,370194
1,588000,-5000,0.991568297,423859
4,603000,15000,1.025510204,539721
1,601000,-2000,0.99668325,437486
1,587000,-14000,0.976705491,414333
1,583000,-4000,0.99318569,512056
3,593000,10000,1.017152659,301603
1,598000,5000,1.008431703,213911
1,578000,-20000,0.966555184,531944
1,565000,-13000,0.977508651,720716
1,565000,0,1,626110
3,563000,-2000,0.996460177,350500
1,566000,3000,1.005328597,351773
1,552000,-14000,0.975265018,370955
1,556000,4000,1.007246377,356996
1,564000,8000,1.014388489,400665
3,566000,2000,1.003546099,329743
1,565000,-1000,0.998233216,365383
1,563000,-2000,0.996460177,300047
1,558000,-5000,0.991119005,386620
1,546000,-12000,0.978494624,432296
3,553000,7000,1.012820513,384070
1,565000,12000,1.021699819,583119
1,575000,10000,1.017699115,314320
1,587000,12000,1.020869565,447880
1,599000,12000,1.02044293,496143
3,598000,-1000,0.998330551,256692
1,602000,4000,1.006688963,241311
1,600000,-2000,0.996677741,298809
1,605000,5000,1.008333333,341609
1,618000,13000,1.021487603,590493
3,626000,8000,1.012944984,418632
1,620000,-6000,0.990415335,281275
1,630000,10000,1.016129032,280777
1,624000,-6000,0.99047619,250852
1,626000,2000,1.003205128,283266
3,618000,-8000,0.987220447,481272
1,592000,-26000,0.957928803,911285
1,607000,15000,1.025337838,847798
1,608000,1000,1.001647446,303108
1,600000,-8000,0.986842105,313171
3,601000,1000,1.001666667,188687
1,594000,-7000,0.988352745,343181
1,600000,6000,1.01010101,346169
1,605000,5000,1.008333333,387154
1,617000,12000,1.019834711,386858
3,623000,6000,1.009724473,248366
1,630000,7000,1.011235955,422284
1,639000,9000,1.014285714,530626
1,632000,-7000,0.989045383,538093
1,621000,-11000,0.982594937,460545
3,618000,-3000,0.995169082,371779
1,620000,2000,1.003236246,331923
1,611000,-9000,0.985483871,526007
1,609000,-2000,0.996726678,372141
1,600000,-9000,0.985221675,588172
3,609000,9000,1.015,359755
1,612000,3000,1.004926108,343970
1,628000,16000,1.026143791,506747
1,634000,6000,1.00955414,561900
1,645000,11000,1.017350158,573167
3,654000,9000,1.013953488,356600
1,661000,7000,1.010703364,360067
1,661000,0,1,428065
1,658000,-3000,0.995461422,418330
4,660000,2000,1.003039514,339718
1,664000,4000,1.006060606,347711
1,697000,33000,1.049698795,772090
1,679000,-18000,0.974175036,515675
1,684000,5000,1.00736377,347891
3,687000,3000,1.004385965,299903
1,701000,14000,1.020378457,472853
1,684000,-17000,0.97574893,349272
1,686000,2000,1.002923977,402343
1,692000,6000,1.008746356,473972
3,706000,14000,1.020231214,382831
1,697000,-9000,0.987252125,426578
1,680000,-17000,0.975609756,606936
1,690000,10000,1.014705882,390540
1,687000,-3000,0.995652174,460810
3,685000,-2000,0.997088792,536305
1,697000,12000,1.017518248,580544
1,711000,14000,1.020086083,584807
1,717000,6000,1.008438819,371125
1,720000,3000,1.0041841,313566
4,740000,20000,1.027777778,446467
1,729000,-11000,0.985135135,440167
1,725000,-4000,0.994513032,381831
1,704000,-21000,0.971034483,444154
3,706000,2000,1.002840909,425845
1,706000,0,1,331711
1,691000,-15000,0.978753541,382292
1,693000,2000,1.002894356,367665
1,687000,-6000,0.991341991,436995
3,675000,-12000,0.982532751,483798
1,673000,-2000,0.997037037,519657
1,654000,-19000,0.971768202,668397
1,657000,3000,1.004587156,494984
1,673000,16000,1.02435312,435813
3,683000,10000,1.014858841,326641
1,673000,-10000,0.985358712,347126
1,670000,-3000,0.995542348,499074
1,681000,11000,1.01641791,327799
1,677000,-4000,0.994126285,282329
3,691000,14000,1.020679468,235870
1,687000,-4000,0.994211288,252941
2,693000,6000,1.008733624,302114
1,654000,-39000,0.943722944,758648
3,658000,4000,1.006116208,454358
1,630000,-28000,0.957446809,789640
1,623000,-7000,0.988888889,987621
1,618000,-5000,0.991974318,771980
1,622000,4000,1.006472492,568442
3,632000,10000,1.01607717,380244
1,624000,-8000,0.987341772,355341
1,630000,6000,1.009615385,388770
1,632000,2000,1.003174603,280360
1,637000,5000,1.007911392,271350
3,639000,2000,1.003139717,199012
1,634000,-5000,0.992175274,229062
1,614000,-20000,0.968454259,601034
1,608000,-6000,0.990228013,510683
1,609000,1000,1.001644737,343435
3,625000,16000,1.026272578,390179
1,628000,3000,1.0048,303358
1,626000,-2000,0.996815287,303788
1,623000,-3000,0.995207668,293267
1,630000,7000,1.011235955,412709
3,644000,14000,1.022222222,410993
1,653000,9000,1.013975155,387387
1,649000,-4000,0.993874426,252694
1,658000,9000,1.013867488,448404
1,654000,-4000,0.993920973,351926
3,642000,-12000,0.981651376,407383
1,635000,-7000,0.989096573,315358
1,630000,-5000,0.992125984,245436
1,637000,7000,1.011111111,436261
1,656000,19000,1.029827316,653064
3,649000,-7000,0.989329268,275967
1,658000,9000,1.013867488,406765
1,665000,7000,1.010638298,423667
1,663000,-2000,0.996992481,352106
1,690000,27000,1.040723982,809483
3,673000,-17000,0.975362319,629815
1,660000,-13000,0.980683507,573428
1,668000,8000,1.012121212,440010
1,664000,-4000,0.994011976,387665
1,644000,-20000,0.969879518,558038
4,649000,5000,1.007763975,554295
1,639000,-10000,0.98459168,422943
1,646000,7000,1.010954617,356075
4,655000,9000,1.013931889,710471
1,661000,6000,1.009160305,372757
1,655000,-6000,0.990922844,357172
1,663000,8000,1.01221374,369423
1,654000,-9000,0.986425339,499518
3,650000,-4000,0.993883792,564335
1,641000,-9000,0.986153846,444194
1,655000,14000,1.021840874,448802
1,641000,-14000,0.978625954,441200
1,638000,-3000,0.995319813,418200
3,638000,0,1,444471
1,630000,-8000,0.987460815,596744
1,630000,0,1,540722
1,615000,-15000,0.976190476,489400
1,621000,6000,1.009756098,463619
3,622000,1000,1.001610306,298400
1,613000,-9000,0.985530547,418306
1,622000,9000,1.014681892,303251
1,606000,-16000,0.974276527,593012
1,614000,8000,1.01320132,388064
3,613000,-1000,0.998371336,319869
2,600000,-13000,0.978792822,610919
1,577000,-23000,0.961666667,824142
1,575000,-2000,0.996533795,611160
3,574000,-1000,0.99826087,429968
1,549000,-25000,0.956445993,826105
1,553000,4000,1.007285974,652894
1,555000,2000,1.003616637,366880
1,571000,16000,1.028828829,562580
3,565000,-6000,0.989492119,401396
1,556000,-9000,0.984070796,391679
1,557000,1000,1.001798561,269986
1,566000,9000,1.016157989,459644
1,568000,2000,1.003533569,297930
3,582000,14000,1.024647887,447025
1,583000,1000,1.001718213,315355
1,580000,-3000,0.994854202,367542
1,590000,10000,1.017241379,319977
1,603000,13000,1.022033898,583529
3,605000,2000,1.00331675,251868
1,601000,-4000,0.99338843,185400
1,603000,2000,1.003327787,267500
1,598000,-5000,0.991708126,350000
1,601000,3000,1.005016722,287300
3,606000,5000,1.008319468,346300
1,608000,2000,1.00330033,327700
1,608000,0,1,466000
1,600000,-8000,0.986842105,456700
1,584000,-16000,0.973333333,485000
4,582000,-2000,0.996575342,284900
