DATE,END,RATIO,GOES,START,HIGH,LOW,TRADE,AMT
1994-11-01,1108.43,2.81,0.25,1106.03,1116.82,1106.03,51203,1156260000000 
1994-11-02,1105.74,-2.69,-0.24,1108.27,1117.05,1105.39,53117,1210750000000 
1994-11-03,1117.73,11.99,1.08,1105.71,1119.57,1105.71,59463,1334800000000 
1994-11-04,1119.52,1.79,0.16,1118.5,1130.05,1118.5,66511,1442990000000 
1994-11-05,1125.01,5.49,0.49,1121.61,1131.53,1121.61,39544,901806000000 
1994-11-07,1132.99,7.98,0.71,1124.94,1144.68,1124.94,60524,1264260000000 
1994-11-08,1138.75,5.76,0.51,1133.24,1143.47,1127.85,53920,1131290000000 
1994-11-09,1138.39,-0.36,-0.03,1139.21,1145.66,1135.81,57175,1222300000000 
1994-11-10,1126.87,-11.52,-1.01,1138.39,1140.97,1126.87,48439,1011780000000 
1994-11-11,1122.57,-4.3,-0.38,1126.82,1137.85,1121.79,44520,990577000000 
1994-11-12,1116.23,-6.34,-0.56,1123.99,1131.07,1114.08,26279,611503000000 
1994-11-15,1125.8,-2.77,-0.25,1129.08,1136.89,1125.55,43651,993676000000 
1994-11-16,1118.75,-7.05,-0.63,1125.84,1128.85,1117.05,42158,945949000000 
1994-11-17,1120.63,1.88,0.17,1118.75,1125.11,1115.02,44484,1015790000000 
1994-11-18,1118.44,-2.19,-0.2,1120.7,1126.88,1112.95,48704,1092420000000 
1994-11-21,1117.08,-0.49,-0.04,1117.8,1126.26,1116.78,52859,1123430000000 
1994-11-22,1106.7,-10.38,-0.93,1117.11,1121.94,1106.65,49503,1037670000000 
1994-11-24,1085.16,-10.81,-0.99,1095.91,1100.98,1085.15,43334,910327000000 
1994-11-25,1079.34,-5.82,-0.54,1085.18,1092.32,1074.38,39672,831736000000 
1994-11-26,1081.45,2.11,0.2,1078.72,1087.46,1078.6,25641,582395000000 
1994-11-28,1069.48,-11.97,-1.11,1081.54,1087.41,1069.45,30989,704509000000 
1994-11-29,1081.26,11.78,1.1,1069.65,1082.73,1069.41,31155,718339000000 
1994-11-30,1074.41,-6.85,-0.63,1081.66,1092.08,1074.39,38153,918155000000 
1994-12-01,1066.21,-8.2,-0.76,1074.19,1080.69,1063.3,60321,1498230000000 
1994-12-02,1053.63,-12.58,-1.18,1066.76,1067.82,1052.87,41482,901776000000 
1994-12-03,1054.03,0.4,0.04,1053.78,1065.59,1052.24,30518,670628000000 
1994-12-05,1065.03,11,1.04,1053.18,1067.77,1053.17,44916,978839000000 
1994-12-06,1075.01,9.98,0.94,1065.31,1079.83,1065.31,49927,1115400000000 
1994-12-07,1068.93,-6.08,-0.57,1074.97,1080.83,1068.36,51011,1114570000000 
1994-12-08,1053.7,-15.23,-1.42,1068.4,1068.94,1053.11,53017,1084670000000 
1994-12-09,1037.67,-16.03,-1.52,1053.56,1053.6,1037.16,51691,1074260000000 
1994-12-10,1033.27,-4.4,-0.42,1037.39,1038.38,1024.38,27001,520660000000 
1994-12-12,1042.78,9.51,0.92,1034.12,1045.34,1033.83,43042,802381000000 
1994-12-13,1025.89,-16.89,-1.62,1042.84,1046.49,1025.88,39592,726940000000 
1994-12-14,1026.62,0.73,0.07,1025.57,1034.38,1019.21,34858,667214000000 
1994-12-15,1027.87,1.25,0.12,1026.36,1036.74,1026.09,33742,650132000000 
1994-12-16,1036.76,8.89,0.86,1023.4,1038.12,1022.92,29666,608389000000 
1994-12-17,1036.54,-0.22,-0.02,1036.8,1040.02,1036.32,22141,473226000000 
1994-12-19,1028.62,-7.92,-0.76,1036.64,1037.36,1028.35,33047,676975000000 
1994-12-20,1023.99,-4.63,-0.45,1028.8,1032.63,1023.26,36517,799997000000 
1994-12-21,1026.86,2.87,0.28,1023.99,1033.21,1023.56,40931,877829000000 
1994-12-22,1040.2,13.34,1.3,1026.94,1041.04,1026.94,45468,956557000000 
1994-12-23,1040.55,0.35,0.03,1040.24,1053.95,1039.94,48894,1020190000000 
1994-12-24,1035.82,-4.73,-0.45,1040.85,1047.86,1035.77,36438,765858000000 
1994-12-26,1024.6,-11.22,-1.08,1035.76,1039.11,1024.58,51672,1090390000000 
1994-12-28,1027.37,2.04,0.2,1025.29,1033.96,1025.29,50778,1076050000000 
1995-01-03,1013.57,-13.8,-1.34,1027.45,1030.65,1013.55,19069,383113000000 
1995-01-04,997.01,-16.56,-1.63,1013.98,1013.98,995.48,39349,792822000000 
1995-01-05,976.06,-20.95,-2.1,996.57,997.1,975.79,53407,1029050000000 
1995-01-06,975.32,-0.74,-0.08,975.94,982.58,969.68,50930,1019260000000 
1995-01-07,988.8,13.48,1.38,975.35,993.61,975.18,33844,683946000000 
1995-01-09,998.32,9.52,0.96,989.02,1001.94,989.02,51622,980916000000 
1995-01-10,993.44,-4.88,-0.49,998.43,1007.2,992.92,46922,896482000000 
1995-01-11,999.08,5.64,0.57,993.5,1007.19,993.31,41212,838603000000 
1995-01-12,1000.77,1.69,0.17,999.11,1011.69,999.06,43802,888332000000 
1995-01-13,976.59,-24.18,-2.42,1000.81,1003.73,976.59,37069,824077000000 
1995-01-14,969.56,-7.03,-0.72,976.05,976.05,946.32,27535,561615000000 
1995-01-16,957.88,-11.68,-1.2,969.01,969.01,957.63,32081,656894000000 
1995-01-17,956.96,-0.92,-0.1,957.93,968.68,949.37,32860,721819000000 
1995-01-18,966.66,9.7,1.01,956.88,974.47,956.88,29913,660558000000 
1995-01-19,974.9,8.24,0.85,966.53,980.06,966.53,31663,689805000000 
1995-01-20,973.06,-1.84,-0.19,974.93,980.9,973.02,30118,683237000000 
1995-01-21,955.11,-17.95,-1.84,973.04,973.08,955.11,21153,464930000000 
1995-01-23,935.38,-19.73,-2.07,955.02,955.02,935.38,24445,493704000000 
1995-01-24,916.83,-18.55,-1.98,934.96,934.96,916.83,25256,481299000000 
1995-01-25,916.85,0.02,0,916.77,929.28,905.05,25527,506252000000 
1995-01-26,927.85,11,1.2,916.76,934.9,916.43,27066,524222000000 
1995-01-27,907.05,-20.8,-2.24,927.59,927.59,905.71,21561,457794000000 
1995-01-28,925.56,18.51,2.04,906.71,926.58,906.71,18137,367725000000 
1995-02-02,943.35,17.79,1.92,925.6,947.93,925.6,18748,393799000000 
1995-02-03,940.64,-2.71,-0.29,943.42,946.06,933.62,24879,506732000000 
1995-02-04,951.88,11.24,1.19,940.73,953.86,938.78,21561,439419000000 
1995-02-06,945.27,-6.61,-0.69,951.82,963.14,944.62,29734,593591000000 
1995-02-07,942.52,-2.75,-0.29,945.63,952.96,941.02,23624,505121000000 
1995-02-08,958.35,15.83,1.68,942.7,961.47,942.7,26584,580621000000 
1995-02-09,963.77,5.42,0.57,958.79,968.55,958.79,27203,630702000000 
1995-02-10,955.31,-8.46,-0.88,963.85,966.34,953.97,25655,580573000000 
1995-02-11,953.71,-1.6,-0.17,955.14,959.24,949.35,17045,374574000000 
1995-02-13,957.1,3.39,0.36,954.95,961.82,954.95,24686,540751000000 
1995-02-14,941.49,-15.61,-1.63,957.13,960.16,937.66,23670,515858000000 
1995-02-15,926.09,-15.4,-1.64,941.48,941.85,924.88,20383,440265000000 
1995-02-16,923.49,-2.6,-0.28,925.95,925.95,911.07,22299,427792000000 
1995-02-17,910.22,-13.27,-1.44,923.38,925.86,910.17,20715,380407000000 
1995-02-18,909.44,-0.78,-0.09,909.54,909.54,895.34,14943,271077000000 
1995-02-20,929.23,19.79,2.18,909.54,929.42,909.52,23056,414232000000 
1995-02-21,917.75,-11.48,-1.24,929.21,934.56,917.73,20637,391806000000 
1995-02-22,919.48,1.73,0.19,917.35,921.37,910.7,20019,370762000000 
1995-02-23,907.86,-11.62,-1.26,919.18,927.82,907.74,19545,361585000000 
1995-02-24,892.89,-14.97,-1.65,907.12,907.12,892.44,18211,298088000000 
1995-02-25,912.6,19.71,2.21,893.45,912.6,891,16087,263806000000 
1995-02-27,894.6,-18,-1.97,911.14,911.14,881.55,22829,350737000000 
1995-02-28,885.69,-8.91,-1,893.58,900.2,882.08,20904,344970000000 
1995-03-02,903.42,17.73,2,885.4,908.94,884.99,22782,378892000000 
1995-03-03,907.96,4.54,0.5,903.68,913.06,895.62,26344,430939000000 
1995-03-04,919.15,11.19,1.23,908.11,920.87,907.74,17258,284642000000 
1995-03-06,933.44,14.29,1.55,919.52,933.52,919.52,25415,459397000000 
1995-03-07,936.13,2.69,0.29,933.49,941.55,930.36,27821,546557000000 
1995-03-08,940.08,3.95,0.42,936.23,944.12,935.18,27789,536463000000 
1995-03-09,943.75,3.67,0.39,939.54,945.44,935.02,27325,546248000000 
1995-03-10,944.37,0.62,0.07,943.78,951.38,940.87,24497,515341000000 
1995-03-11,954.2,9.83,1.04,944.42,954.96,944.42,18287,347780000000 
1995-03-13,953.16,-1.04,-0.11,954.15,969.45,953.16,29179,552284000000 
1995-03-14,956.65,3.49,0.37,953,958.02,948.01,20950,455278000000 
1995-03-15,953.71,-2.94,-0.31,956.52,962.47,952.66,26432,499237000000 
1995-03-16,954.16,0.45,0.05,953.62,959.42,952.25,22187,469253000000 
1995-03-17,952.25,-1.91,-0.2,953.94,963,944.37,27871,558327000000 
1995-03-18,951.34,-0.91,-0.1,952.13,956.02,948.32,16530,334872000000 
1995-03-20,956.87,5.53,0.58,951.21,963.82,951.21,25907,526478000000 
1995-03-21,946.07,-10.8,-1.13,956.79,957.05,946.04,22627,432489000000 
1995-03-22,941.77,-4.3,-0.45,946.02,950.3,937.91,21291,419775000000 
1995-03-23,947.27,5.5,0.58,941.86,950.1,938.85,22892,452096000000 
1995-03-24,953.62,6.35,0.67,947.22,956.08,947.08,32234,607956000000 
1995-03-25,955.51,1.89,0.2,953.69,960.94,953.69,17648,400226000000 
1995-03-27,953.84,-1.67,-0.17,955.32,957.64,953.2,22271,451119000000 
1995-03-28,947.9,-5.94,-0.62,953.92,964.04,947.88,25150,571777000000 
1995-03-29,936.44,-11.46,-1.21,947.48,947.59,936.44,21094,436476000000 
1995-03-30,926.93,-9.51,-1.02,936.47,942.46,926.25,21263,447176000000 
1995-03-31,931.78,4.85,0.52,926.24,931.92,924.04,19750,404546000000 
1995-04-01,934.09,2.31,0.25,934.09,934.97,926.67,8084,141162000000 
1995-04-03,922.53,-11.56,-1.24,922.18,922.18,911.17,7102,130620000000 
1995-04-04,911.61,-10.92,-1.18,922.18,922.18,907.86,16360,308122000000 
1995-04-06,905.78,-5.83,-0.64,911.59,916.9,903.04,15928,287205000000 
1995-04-07,914.3,8.52,0.94,905.56,914.3,903.77,17059,312804000000 
1995-04-08,908.89,-5.41,-0.59,914.22,917.01,908.78,12420,220469000000 
1995-04-10,899.39,-9.5,-1.05,908.73,916.28,899.37,15656,304939000000 
1995-04-11,893.27,-6.12,-0.68,898.76,898.76,886.57,15283,278054000000 
1995-04-12,893.47,0.2,0.02,893.17,899.68,893.07,17102,311218000000 
1995-04-13,891.2,-2.27,-0.25,892.92,894.7,888.05,15987,304364000000 
1995-04-14,906.06,14.86,1.67,891.14,906.06,887.24,18973,354491000000 
1995-04-15,911.41,5.35,0.59,906.53,915.14,906.39,16554,297972000000 
1995-04-17,918.89,7.48,0.82,911.52,922.11,911.52,21588,418597000000 
1995-04-18,917.06,-1.83,-0.2,919.23,925.64,915.7,19723,417548000000 
1995-04-19,909.86,-7.2,-0.79,918.89,919.22,909.86,21818,428628000000 
1995-04-20,908.73,-1.13,-0.12,909.64,914.13,904.92,19468,372094000000 
1995-04-21,903.16,-5.57,-0.61,908.8,921.02,897.44,24632,564453000000 
1995-04-22,891.84,-11.32,-1.25,902.98,903.47,891.42,13955,287467000000 
1995-04-24,876.89,-14.95,-1.68,891.4,891.4,876.89,16333,320630000000 
1995-04-25,878.78,1.89,0.22,876.38,881.96,871.65,16627,320430000000 
1995-04-26,880.73,1.95,0.22,878.92,887.86,878.92,18762,413254000000 
1995-04-27,893.88,13.15,1.49,882.39,897.9,882.39,25115,430903000000 
1995-04-28,896.84,2.96,0.33,893.76,899.68,877.35,26959,447230000000 
1995-04-29,897,0.16,0.02,896,900.57,893.93,20182,334061000000 
1995-05-02,906.04,9.04,1.01,896.16,906.86,896.16,29127,438377000000 
1995-05-03,920.73,14.69,1.62,906.02,929.83,906.02,32060,633936000000 
1995-05-04,922.05,1.32,0.14,920.66,929.08,920.66,28524,519499000000 
1995-05-06,918.46,-3.59,-0.39,921.57,927.36,918.45,16103,317819000000 
1995-05-08,910.39,-8.07,-0.88,917.84,917.84,909.47,20899,361304000000 
1995-05-09,903.01,-7.38,-0.81,910.2,914.52,901.86,21157,364657000000 
1995-05-10,891.87,-11.14,-1.23,903.18,904.6,891.77,15925,285046000000 
1995-05-11,884.79,-7.08,-0.79,891.15,893.17,884.13,18954,316046000000 
1995-05-12,886.11,1.32,0.15,884.33,889.11,878.49,19514,305093000000 
1995-05-13,890.11,4,0.45,886.74,896.3,886.74,21292,307711000000 
1995-05-15,887.11,-3,-0.34,890.23,894.48,887.09,24672,350949000000 
1995-05-16,885.33,-1.78,-0.2,887.49,891.05,884.8,18833,284954000000 
1995-05-17,886.2,0.87,0.1,885.04,892.91,884.53,20734,316817000000 
1995-05-18,880.4,-5.8,-0.65,885.41,888.4,879.57,17312,270795000000 
1995-05-19,876.01,-4.39,-0.5,881.03,883.88,875.02,16373,252834000000 
1995-05-20,875.68,-0.33,-0.04,876.32,876.32,869.63,9714,146977000000 
1995-05-22,864.13,-11.55,-1.32,875,875,863.64,11842,179966000000 
1995-05-23,856.89,-7.24,-0.84,862.83,865.12,856.89,16552,247201000000 
1995-05-24,848.63,-8.26,-0.96,857.12,859.25,847.26,15894,249356000000 
1995-05-25,862.18,13.55,1.6,848.17,862.18,839.81,19776,293781000000 
1995-05-26,850.76,-11.42,-1.32,861.54,861.54,850.28,17438,259134000000 
1995-05-27,847.09,-3.67,-0.43,850.74,850.74,843.7,9334,143738000000 
1995-05-29,887.5,40.41,4.77,850.36,888.28,850.36,30181,447766000000 
1995-05-30,881.8,-5.7,-0.64,881.44,881.44,877.77,2405,31326000000 
1995-05-31,882.5,0.7,0.08,881.44,883.9,877.77,25589,387972000000 
1995-06-01,891.43,8.93,1.01,882.57,891.8,882.57,25558,402441000000 
1995-06-02,894.24,2.81,0.32,891.45,902.93,891.45,22860,384326000000 
1995-06-03,890.08,-4.16,-0.47,894.14,894.14,887.74,15024,237715000000 
1995-06-05,899.04,8.96,1.01,889.31,899.13,888.53,21868,398583000000 
1995-06-07,899.36,0.32,0.04,898.98,904.94,897.83,20695,384930000000 
1995-06-08,890.68,-8.68,-0.97,899.61,903.62,890.61,19350,375687000000 
1995-06-09,886.83,-3.85,-0.43,889.92,890.79,885.15,19131,345655000000 
1995-06-10,886.31,-0.52,-0.06,887.19,891.71,886.17,11963,214373000000 
1995-06-12,884.4,-1.91,-0.22,884.6,887.84,883.98,15940,270387000000 
1995-06-13,887.32,2.92,0.33,887.08,892.57,887.08,17933,309421000000 
1995-06-14,886.56,-0.76,-0.09,887.99,890.23,884.72,19557,337332000000 
1995-06-15,880.91,-5.65,-0.64,885.83,886.56,880.9,20311,331306000000 
1995-06-16,879.24,-1.67,-0.19,880.8,882.31,877.61,18816,310876000000 
1995-06-17,880.67,1.43,0.16,879.28,882.79,879.28,14825,249004000000 
1995-06-19,886.31,5.64,0.64,880.87,886.31,879.92,20992,359700000000 
1995-06-20,884.35,-1.96,-0.22,885.79,888.81,883.16,20842,357657000000 
1995-06-21,878.82,-5.53,-0.63,883.49,883.69,878.59,19344,325300000000 
1995-06-22,871.18,-7.64,-0.87,877.65,879.32,869.34,18384,320037000000 
1995-06-23,871.96,0.78,0.09,871.14,873.14,866.13,17979,319818000000 
1995-06-24,872.46,0.5,0.06,872,874.9,869.07,13813,249082000000 
1995-06-26,868.77,-3.69,-0.42,871.99,873.09,867.91,21520,402438000000 
1995-06-28,872.68,3.91,0.45,866.64,887.11,859.11,19139,384285000000 
1995-06-29,883.9,11.22,1.29,872.9,883.92,872.9,18662,329491000000 
1995-06-30,894.41,10.51,1.19,880.64,894.45,879.04,25263,448383000000 
1995-07-01,909.59,15.18,1.7,894.94,910.25,894.94,31100,703503000000 
1995-07-03,914.1,4.51,0.5,909.64,914.12,907.05,37023,735928000000 
1995-07-04,907.68,-6.42,-0.7,914.14,914.14,904.93,35247,584488000000 
1995-07-05,904.98,-2.7,-0.3,907.66,911.9,904.78,37323,635258000000 
1995-07-06,914.95,9.97,1.1,905.51,915.03,904.56,48264,808628000000 
1995-07-07,942.39,27.44,3,915.23,942.39,915.23,55076,962937000000 
1995-07-08,946.98,4.59,0.49,942.8,953.19,942.8,41507,712424000000 
1995-07-10,961.84,14.86,1.57,946.99,966.76,946.91,63389,1056530000000 
1995-07-11,959.99,-1.85,-0.19,962.02,978.99,956.58,66187,1134590000000 
1995-07-12,962.22,2.23,0.23,960.35,967.69,953.92,48434,830489000000 
1995-07-13,977.29,15.07,1.57,962.32,984.18,962.32,70798,1206650000000 
1995-07-14,972.02,-5.27,-0.54,977.42,986.67,968.77,85171,1189910000000 
1995-07-15,966.48,-5.54,-0.57,972.03,972.54,966.44,44658,658415000000 
1995-07-18,961.01,-5.47,-0.57,966.53,975.47,961.01,62423,933632000000 
1995-07-19,950.11,-10.9,-1.13,961.11,961.25,948.37,51298,806463000000 
1995-07-20,961.41,11.3,1.19,950.63,961.42,949.92,53559,880932000000 
1995-07-21,964.56,3.15,0.33,961.65,970.56,958.74,60237,1018910000000 
1995-07-22,963.25,-1.31,-0.14,964.38,968.37,959.31,30206,562138000000 
1995-07-24,965.36,2.11,0.22,962.94,968.89,962.91,48280,853019000000 
1995-07-25,953.53,-11.83,-1.23,964.72,966.77,953.27,39706,718808000000 
1995-07-26,945.99,-7.54,-0.79,953.43,957.44,944.32,36659,638193000000 
1995-07-27,940.75,-5.24,-0.55,946.05,950.63,940.75,31836,585835000000 
1995-07-28,932.82,-7.93,-0.84,940.64,941.09,932.75,27569,485435000000 
1995-07-29,928.64,-4.18,-0.45,932.78,935.55,928.61,17785,368512000000 
1995-07-31,933.57,4.93,0.53,928.47,933.57,927.16,21485,413727000000 
1995-08-01,944.6,11.03,1.18,933.34,945,932.59,25836,434743000000 
1995-08-02,935.7,-8.9,-0.94,944.41,944.71,933.35,30985,620064000000 
1995-08-03,922.95,-12.75,-1.36,935.7,935.7,921.92,24058,423795000000 
1995-08-04,917.47,-5.48,-0.59,922.86,922.86,911.77,25078,445147000000 
1995-08-05,914.16,-3.31,-0.36,917.65,922.09,914.1,19940,326369000000 
1995-08-07,907.84,-6.32,-0.69,913.89,914.15,907.84,24407,390731000000 
1995-08-08,901.87,-5.97,-0.66,907.37,912.65,898.95,26364,444681000000 
1995-08-09,924.41,22.54,2.5,902.21,924.46,902.21,29999,502219000000 
1995-08-10,916.01,-8.4,-0.91,924.69,929.15,913.68,39688,629326000000 
1995-08-11,914.23,-1.78,-0.19,916.2,920.01,910.28,48912,742246000000 
1995-08-12,910.03,-4.2,-0.46,914.18,915.66,908.3,34926,516126000000 
1995-08-14,908.69,-1.34,-0.15,910.16,916.98,908.69,33060,501788000000 
1995-08-16,904.44,-4.25,-0.47,908.82,911.57,901.37,28863,429281000000 
1995-08-17,902.82,-1.62,-0.18,904.29,904.72,896.23,49699,717069000000 
1995-08-18,906.9,4.08,0.45,902.73,907.05,895.85,29931,439808000000 
1995-08-19,911.88,4.98,0.55,906.9,912.03,906.31,33481,456694000000 
1995-08-21,913.31,1.43,0.16,908.8,915.74,908.51,44570,620334000000 
1995-08-22,917.79,4.48,0.49,913.34,918.53,913.34,35348,511393000000 
1995-08-23,925.81,8.02,0.87,917.79,926.43,917.79,39786,601454000000 
1995-08-24,927.82,2.01,0.22,925.72,929.1,925.42,42396,608147000000 
1995-08-25,921.1,-6.72,-0.72,926.99,929.17,921.04,30296,490869000000 
1995-08-26,921.69,0.59,0.06,921.05,922.11,915.1,18053,282662000000 
1995-08-28,922.44,0.75,0.08,921.7,928.36,918.84,25612,429288000000 
1995-08-29,916.46,-5.98,-0.65,922.17,922.24,914.6,24708,383918000000 
1995-08-30,914.71,-1.75,-0.19,915.51,918.12,914.1,19717,325961000000 
1995-08-31,914.06,-0.65,-0.07,913.88,917.39,909.36,22966,408135000000 
1995-09-01,911.36,-2.7,-0.3,913.67,917,905.1,18004,315877000000 
1995-09-02,918.82,7.46,0.82,911.12,923.38,911.04,14205,316580000000 
1995-09-04,922.49,3.67,0.4,918.47,924.21,918.47,19335,342291000000 
1995-09-05,928.96,6.47,0.7,922.36,929.09,920.5,25429,443044000000 
1995-09-06,944.52,15.56,1.67,929.02,944.71,929.02,32196,554323000000 
1995-09-07,953.81,9.29,0.98,944.52,955.69,944.52,40811,651529000000 
1995-09-11,950.98,-2.83,-0.3,954.05,958.45,945.39,29074,504468000000 
1995-09-12,952.28,1.3,0.14,950.89,956.22,949.32,36835,625329000000 
1995-09-13,968.32,16.04,1.68,952.31,968.54,952.31,54424,866032000000 
1995-09-14,965.72,-2.6,-0.27,968.88,980.51,963.18,67352,1011870000000 
1995-09-15,985.64,19.92,2.06,965.86,985.65,965.86,51866,870722000000 
1995-09-16,995.57,9.93,1.01,985.71,996.7,985.71,42644,709724000000 
1995-09-18,1000.21,4.64,0.47,995.65,1001.33,989.67,57153,983796000000 
1995-09-19,992.57,-7.64,-0.76,1000.26,1014.65,992.57,61880,1221070000000 
1995-09-20,1009.47,16.9,1.7,992.55,1009.51,988.48,44621,920466000000 
1995-09-21,1012.29,2.82,0.28,1009.42,1020.44,1008.55,56233,1180290000000 
1995-09-22,997.73,-14.56,-1.44,1012.66,1013.64,997.73,39143,818978000000 
1995-09-23,991.33,-6.4,-0.64,997.55,997.55,987.36,21205,438425000000 
1995-09-25,985.2,-6.13,-0.62,990.84,998.54,985.2,26265,608858000000 
1995-09-26,983.82,-1.38,-0.14,983.99,985.75,977.69,23641,499726000000 
1995-09-27,980.78,-3.04,-0.31,983.75,985.56,979.86,23256,520658000000 
1995-09-28,985.88,5.1,0.52,980.92,990.03,980.24,31450,753040000000 
1995-09-29,987.1,1.22,0.12,985.93,990.3,985.71,30288,631511000000 
1995-09-30,982.65,-4.45,-0.45,987.07,988.87,981.38,18362,381353000000 
1995-10-02,975.79,-6.86,-0.7,982.43,984.35,974.71,18868,402276000000 
1995-10-04,982.89,7.1,0.73,975.62,987.69,974.05,21274,509097000000 
1995-10-05,989.05,6.16,0.63,982.7,989.24,977.81,27518,594273000000 
1995-10-06,1002.07,13.02,1.32,989.33,1007.49,989.33,35630,817476000000 
1995-10-07,1003.4,1.33,0.13,1002.57,1010.35,1002.15,23009,529697000000 
1995-10-09,1008.29,4.89,0.49,1003.41,1015.12,1003.41,36433,786918000000 
1995-10-10,1004.16,-4.13,-0.41,1008.32,1015.24,1003.73,30106,627197000000 
1995-10-11,1011,6.84,0.68,1004.07,1011.87,1004.02,34441,727537000000 
1995-10-12,1016.66,5.66,0.56,1011,1022.49,1011,39154,798556000000 
1995-10-13,1014.3,-2.36,-0.23,1016.81,1018.5,1010.92,34334,656372000000 
1995-10-14,1016.77,2.47,0.24,1014.32,1019.05,1014.27,21593,411787000000 
1995-10-16,1007.48,-9.29,-0.91,1016.81,1019.84,1007.48,26379,498191000000 
1995-10-17,1005.78,-1.7,-0.17,1007.43,1010.13,1002.59,25919,532189000000 
1995-10-18,1006.7,0.92,0.09,1006.49,1009.96,1005.76,27423,635593000000 
1995-10-19,1000.22,-6.48,-0.64,1006.68,1007.46,995.29,25381,553488000000 
1995-10-20,994.89,-5.33,-0.53,1000.19,1000.19,989.72,22078,449425000000 
1995-10-21,999.5,4.61,0.46,994.88,1003,993.56,15472,327286000000 
1995-10-23,976.39,-23.11,-2.31,999.25,999.25,975.66,25055,493500000000 
1995-10-24,992.76,16.37,1.68,976.33,992.76,975.51,22658,454748000000 
1995-10-25,997.88,5.12,0.52,992.64,1003.26,992.47,30264,801141000000 
1995-10-26,1001.15,3.27,0.33,998.07,1005.01,997.4,26671,636598000000 
1995-10-27,1001.37,0.22,0.02,1001.29,1011.46,999.05,29275,631654000000 
1995-10-28,992.05,-9.32,-0.93,1001.3,1001.33,992.05,13896,310198000000 
1995-10-30,982.87,-9.18,-0.93,991.36,991.36,982.11,16076,314468000000 
1995-10-31,990.26,7.39,0.75,982.76,990.28,982.07,20951,420928000000 
1995-11-01,997.52,7.26,0.73,990.47,997.68,990.27,21237,430013000000 
1995-11-02,994.68,-2.84,-0.28,997.5,998.88,994.01,21977,449353000000 
1995-11-03,989.74,-4.94,-0.5,994.25,994.25,986.34,20365,370450000000 
1995-11-04,989.97,0.23,0.02,989.71,992.37,987.53,16447,348485000000 
1995-11-06,992.77,2.8,0.28,990.02,995.96,989.76,23490,508807000000 
1995-11-07,987.72,-5.05,-0.51,992.71,994.09,983.03,23261,500456000000 
1995-11-08,980.84,-6.88,-0.7,987.5,990.67,980.8,24238,560253000000 
1995-11-09,970.91,-9.93,-1.01,979.51,979.51,964.11,22986,561643000000 
1995-11-10,965.95,-4.96,-0.51,970.58,970.58,960.36,19496,486806000000 
1995-11-11,976.25,10.3,1.07,965.98,976.65,965.98,15249,306712000000 
1995-11-13,954.04,-22.21,-2.28,974.86,974.86,954.04,17256,318463000000 
1995-11-14,948.34,-5.7,-0.6,953.85,956.62,946.94,17055,351499000000 
1995-11-15,937.04,-11.3,-1.19,948.23,954.17,937.04,25094,456982000000 
1995-11-16,933.95,-3.09,-0.33,936.92,941.34,932.57,20072,422725000000 
1995-11-17,952.37,18.42,1.97,933.92,952.37,933.92,20098,385500000000 
1995-11-18,946.35,-6.02,-0.63,952.36,953.2,945.55,13226,286826000000 
1995-11-20,931.64,-14.71,-1.55,945.06,945.06,931.64,14230,254846000000 
1995-11-21,917.97,-13.67,-1.47,931.14,931.14,913.72,15902,293080000000 
1995-11-22,921.03,3.06,0.33,918.33,925.95,914.19,16164,288224000000 
1995-11-23,932.58,11.55,1.25,921.2,932.62,921.2,16518,302921000000 
1995-11-24,944.85,12.27,1.32,932.3,949.38,932.3,21198,412366000000 
1995-11-25,942.5,-2.35,-0.25,944.74,948.74,936.47,14364,278971000000 
1995-11-27,949.23,6.73,0.71,942.69,951.55,942.38,21487,400418000000 
1995-11-28,952.89,3.66,0.39,949.11,956.73,949.11,23929,428516000000 
1995-11-29,948.31,-4.58,-0.48,952.98,953.54,947.07,17226,309440000000 
1995-11-30,930.92,-17.39,-1.83,947.88,947.88,930.92,20222,382964000000 
1995-12-01,939,8.08,0.87,930.69,939.3,929.59,14407,274479000000 
1995-12-02,931.23,-7.77,-0.83,938.53,938.53,925.73,11862,227820000000 
1995-12-04,934.95,3.72,0.4,930.79,937.41,929.62,12091,213298000000 
1995-12-05,946.98,12.03,1.29,934.98,946.98,934.98,17153,330964000000 
1995-12-06,954.61,7.63,0.81,947.85,959.47,947.85,21436,425042000000 
1995-12-07,960.57,5.96,0.62,954.95,965.33,954.95,21794,555079000000 
1995-12-08,958.62,-1.95,-0.2,960.55,963.99,954.03,19389,470857000000 
1995-12-09,962.87,4.25,0.44,958.44,962.88,956.22,13812,347929000000 
1995-12-11,947.75,-15.12,-1.57,962.55,963.78,947.72,19764,517927000000 
1995-12-12,943.22,-4.53,-0.48,947.83,949.33,939.39,15371,345811000000 
1995-12-13,929.46,-13.76,-1.46,943.14,951.13,929.46,18741,476527000000 
1995-12-14,908.67,-20.79,-2.24,929.23,929.23,908.67,17559,360400000000 
1995-12-15,899.55,-9.12,-1,908.3,909.44,897.01,16924,365859000000 
1995-12-16,884.39,-15.16,-1.69,899.02,899.02,884.39,13303,233971000000 
1995-12-18,867.18,-17.21,-1.95,883.47,887.92,867.18,17420,304793000000 
1995-12-19,890.79,23.61,2.72,867.21,892.57,864.59,20865,397392000000 
1995-12-20,892.04,1.25,0.14,890.76,899.72,887.22,20983,412743000000 
